Distance from 5'-end,HP4.6.4_2
0,32.722400202821056
1,33.06766847976399
2,33.27005546848591
3,33.26667895885191
4,33.270086198949016
5,35.45298623275253
6,34.80317906640853
7,34.74568236993331
8,34.6072800467103
9,34.65971774069635
10,34.43904228511724
11,35.622875756737656
12,37.39021542054639
13,37.340051780830336
14,37.405100488614366
15,37.32991072800467
16,37.32955348637104
17,37.30787698595618
18,37.37783488522172
19,37.313619741249504
20,37.33902231031622
21,37.27449986171292
22,37.69920254448235
23,37.61900371838603
24,37.90500445591715
25,37.984719277219504
26,37.91171522079838
27,37.906698472695986
28,37.97009541808795
29,37.99121877016687
30,38.02438462247626
31,37.939514765987525
32,38.00763267877447
33,37.975181309732335
34,37.9150840478166
35,37.910608924126485
36,37.59760379213915
37,37.61994483881872
38,37.61481285147967
39,37.510974616637476
40,37.56849436096002
41,37.56302817983467
42,37.741045911311886
43,37.831136105221105
44,37.75076057896192
45,37.77743846224762
46,37.90125149811008
47,37.908530776558806
48,37.85739528594696
49,37.81366583694416
50,37.78979979103285
51,37.745739989551645
52,37.80203819796564
53,37.73055914077625
54,37.6692633907993
55,37.81364278909683
56,37.54193171691097
57,37.65304154758612
58,37.74038136504717
59,37.62434697765895
60,37.46349605113549
61,37.528168310746445
62,37.5472404044129
63,37.642105344027534
64,37.643081036231216
65,37.55867981930488
66,37.84400448664761
67,37.83725914999539
68,37.774772594573
69,37.739447927230266
70,37.62044805015211
71,37.60494453151409
72,37.78786761316493
73,37.84917872837344
74,37.847657570449584
75,37.48992424940844
