Distance from 5'-end,HP0.10.4_3
0,32.445850992197094
1,32.82293737869846
2,32.8880500653543
3,32.89077910246762
4,32.92597140254288
5,34.68301184299125
6,34.85601457598923
7,34.75323008674298
8,34.78423971164891
9,34.86685546797639
10,34.17774389036321
11,35.514552224026616
12,37.35075454509447
13,37.318818077395335
14,37.30522834396166
15,37.29270012278687
16,37.29216144492415
17,37.241949538559034
18,37.26022893809166
19,37.18137204420327
20,37.25898522596744
21,37.23821444131976
22,37.71976076365509
23,37.64895631164099
24,37.793868578444965
25,37.91309858597061
26,37.82764288826395
27,37.84234166435616
28,37.87240068126906
29,37.8728680635323
30,37.914310611161724
31,37.838574880183785
32,37.91208856497802
33,37.884513011446906
34,37.785083376242724
35,37.77861528102349
36,37.62419693428922
37,37.72084208024716
38,37.66394027013111
39,37.63541014774032
40,37.65984473402781
41,37.645276666534635
42,37.65101200142591
43,37.770661860815146
44,37.743300194082465
45,37.73457044401315
46,37.870558878282566
47,37.86491068245732
48,37.83365548381986
49,37.789975046540185
50,37.71396601576425
51,37.74164455182794
52,37.71669109201093
53,37.676702182437516
54,37.662724284073356
55,37.7276270447974
56,37.64606883986216
57,37.62776171426308
58,37.68667960549768
59,37.7507585059611
60,37.57269774626688
61,37.64109399136531
62,37.614274963361986
63,37.723642412959954
64,37.718921059927915
65,37.642931833485164
66,37.82838357032519
67,37.876892304036126
68,37.75197845288549
69,37.78622806670099
70,37.75021982809839
71,37.74577177486434
72,37.83391294015131
73,37.8482631599794
74,37.8313859072365
75,37.464570047926486
