Base index shifted,HP0.0.4#TOP#AVERAGE,HP0.0.4#TOP#STD,HP0.0.4#BOT#AVERAGE,HP0.0.4#BOT#STD
-49.5,0.00138083722473022,0.0005459156487648468,0.0011606409512072541,0.00016414025717761718
-48.5,0.00035339419069848645,0.0003190795443692957,0.0014351241933255896,0.00044835054276361907
-47.5,0.0005425874122302168,6.757252697168699e-05,0.0005624333405875726,0.00010675872098875394
-46.5,0.0012975172658634543,0.0001755075427401495,0.0008896361906953461,5.5747345527012154e-05
-45.5,0.0004546289930542532,0.00012835732963604595,0.0006691006368317328,8.496101820470025e-05
-44.5,0.0009200523390468355,8.194909827946712e-05,0.001989264228423453,7.610683543010856e-05
-43.5,0.0005317930592918876,0.000240225205965891,0.0008437097987110107,0.0001269743395615412
-42.5,0.0007725190969484881,0.000407449859796989,0.000794332936177132,9.452650730534741e-05
-41.5,0.0011984388935754112,0.0008691848940145479,0.00111423194665946,0.0003110446650391735
-40.5,0.0010157271648465625,0.00021589503615822436,0.001321902832394934,0.0002858346642970035
-39.5,0.0016172658417888672,0.0004890429835531454,0.0008467966954388116,0.0003127501476180018
-38.5,0.0010987491656767826,0.0002498820007934245,0.001160570391251111,0.00024860128101326874
-37.5,0.0010851748244604337,0.00013514505394337397,0.0009189722013807255,0.00016552628864885597
-36.5,0.0013496736401986205,0.0003521804524708645,0.0016945214508667001,0.00012563251381940527
-35.5,0.0008493852051495767,0.0002937775928928294,0.0012190237290319516,0.00013743479836616574
-34.5,0.0011842531967484766,0.0008431053957282917,0.0011310410115483343,0.00018087875913931628
-33.5,0.0007450724564792442,0.0005687206512597956,0.0009593544622715182,6.313272720170083e-05
-32.5,0.0012348644966265047,0.00028528934088496634,0.0013670379743762346,0.0001227998346379278
-31.5,0.0023823664901501374,0.0014302373113135234,0.0016911420771908874,0.00043274252796713286
-30.5,0.0016666422278460134,0.0007057295633181354,0.029560572406485672,0.0036678296832874983
-29.5,0.0019135518002689497,0.0005527272665118819,0.003353186221179828,0.0004573006728335833
-28.5,0.031940125241778784,0.004262287203295967,0.0015628341947654199,0.00025100998301197066
-27.5,0.0038005939158529916,0.0003367545155137666,0.0026897525245028926,0.000419362062782226
-26.5,0.0024598561565615223,4.556181773125242e-05,0.001765241575790043,0.0002548898406176137
-25.5,0.004661667348050535,0.0013385688877353829,0.0024610076891129137,0.0006727258109832656
-24.5,0.002854894887155898,0.0008511982030136833,0.0019293722070331928,0.00021356947450176228
-23.5,0.0022737408813443575,0.00044900154576525903,0.0028488356381407465,0.0007557684404497042
-22.5,0.005300255186254229,0.0004035063684156329,0.0035633881346391377,0.00031244948471992903
-21.5,0.004039461481478415,0.00043435019212036325,0.0024918475596024375,0.000513981733842248
-20.5,0.008186286015804522,0.0027767341121598607,0.00376603089666283,0.0004622523954282874
-19.5,0.0059440619613027185,0.001554191030150524,0.004397246368591716,0.00031329716895829053
-18.5,0.00650083507035987,0.0013791853289775184,0.003085149855571592,0.000400640854395049
-17.5,0.006141284987032252,0.000834503033123775,0.001739091569763079,0.0003209352193780452
-16.5,0.006004279018910676,0.0018990037204079284,0.0018290408288031974,0.0001734529544505987
-15.5,0.006517828397602029,0.000741625981436351,0.006029398095973725,0.0011186427806415705
-14.5,0.007210729040208613,0.0007240719629029469,0.004093497675744144,0.00040784081840882825
-13.5,0.00838386228384501,0.0007779855127170316,0.003226206063867846,0.00037693328148299786
-12.5,0.009843424088807496,0.0006622461804050821,0.0030013544591759736,0.0007007955560336695
-11.5,0.013788700534668914,0.0031151607321973354,0.006268025194456075,0.0009279177129240035
-10.5,0.021009674330355246,0.0036455589718050606,0.0029318462540263504,0.0006544903543249556
-9.5,0.025662033878712395,0.004625453179600799,0.005112236232269944,0.0006894408356965954
-8.5,0.02331522675964092,0.002029030937930746,0.004725987010239524,0.0003495961913753649
-7.5,0.022125087986162653,0.0017795478088673724,0.003555684629889284,0.0003218794393941186
-6.5,0.03318139154173434,0.006132693743872675,0.010930694490410729,0.0021608216744832603
-5.5,0.026672953870237312,0.000670888234863291,0.007567674475716794,0.0006368934728447258
-4.5,0.03234387909293124,0.00024357078641292824,0.008569470927687214,0.001480084653834968
-3.5,0.030380324111457063,0.002480691668497548,0.012158424114457292,0.0014368921696910186
-2.5,0.032398219539471335,0.0012296219050107896,0.012185766646364463,0.000911773122281199
-1.5,0.03653021041356079,0.005246054592019075,0.023561269271320965,0.0024491848495850656
-0.5,0.03955060543364066,0.0037094439011978093,0.03710884809861355,0.0029256539528559403
0.5,0.03869632689182004,0.004659528491985594,0.05369947467098811,0.003542971929177898
1.5,0.0414376199070875,0.0020890101987702018,0.06885820453513782,0.006159321894542427
2.5,0.04164809167385963,0.0014305696586982587,0.04719600567432731,0.005524182195209617
3.5,0.03663268585846158,0.004745283883091481,0.04936073496849576,0.004662663305226052
4.5,0.03561303642874108,0.0013860060920349313,0.03305673668477772,0.0016504202437689726
5.5,0.02598989842218501,0.003486103377101754,0.03150933533910569,0.005608988729799106
6.5,0.0188341025076518,0.000394404500891997,0.030178685685446068,0.002694273914516803
7.5,0.018270534508217726,0.0022828923722144306,0.031112850522662827,0.0013492876554800878
8.5,0.011348107940903875,0.0018895086237532993,0.0400153188965177,0.0027512106835483135
9.5,0.01280520315516238,0.0018095597640423338,0.02813642553257673,0.0015262969119793001
10.5,0.011222135762544981,0.0012238641130784531,0.020455824325925877,0.0012184364451299622
11.5,0.010497785779969963,0.0018445035302029902,0.0293107590209281,0.0015535957468576537
12.5,0.005397831565759833,0.0011483155961149794,0.018013474281040918,0.0018874567599321656
13.5,0.006599944321722901,0.0014194520077272618,0.016727688822082025,0.001839279572450248
14.5,0.009914745659990041,0.0008361787275063034,0.02435794094003971,0.0012832172285419225
