Distance from 5'-end,HP0.6.8_1
0,32.49601227518293
1,32.925459891951036
2,32.94696710661287
3,33.02664039526773
4,33.03536808452438
5,34.97600526567736
6,34.53721876495931
7,34.54449753812487
8,34.38930537509403
9,34.444103467140806
10,33.97482561717842
11,35.468376017233126
12,37.375965944060724
13,37.31895814812282
14,37.37310657867743
15,37.315273883608015
16,37.31073052725159
17,37.26052708062641
18,37.305199856390615
19,37.21561068180264
20,37.26471996170417
21,37.249393079395475
22,37.62377333652465
23,37.54205703344047
24,37.81408141284278
25,37.9052690966286
26,37.83905491349244
27,37.85704455310128
28,37.91982236887095
29,37.93540997059427
30,37.97099175955686
31,37.84401713054777
32,37.944103467140806
33,37.91018857279628
34,37.83162654722013
35,37.76214268617931
36,37.485921151610476
37,37.53910363810436
38,37.49252461875128
39,37.35215499555495
40,37.426639540449976
41,37.43819240237981
42,37.60094970252342
43,37.70518617930657
44,37.67253214114751
45,37.747597962114476
46,37.936004068932505
47,37.90585037270054
48,37.83900362442727
49,37.74920929357861
50,37.69832199275115
51,37.66998905833276
52,37.692680195582305
53,37.62896208028448
54,37.616887779525406
55,37.70840884223484
56,37.478031183751625
57,37.59587635916023
58,37.69560367229707
59,37.61849483690077
60,37.49197326130069
61,37.56152550776174
62,37.55614443000752
63,37.6396558503727
64,37.64579771592697
65,37.536761437461536
66,37.82536928126923
67,37.83740084114067
68,37.76616460370649
69,37.779038159064484
70,37.68701702796964
71,37.668668364904605
72,37.87093106749641
73,37.89488733502017
74,37.87063615537168
75,37.46157594200916
