Base index shifted,HP0.4.4_2#TOP,HP0.4.4_2#BOT
-372.5,37955,0
-371.5,942,0
-370.5,152,0
-369.5,161,0
-368.5,44,0
-367.5,46,0
-366.5,96,47790
-365.5,148,911
-364.5,18,171
-363.5,126,373
-362.5,131,155
-361.5,35,23
-360.5,39,160
-359.5,38,77
-358.5,85,36
-357.5,20,23
-356.5,26,307
-355.5,36,116
-354.5,57,49
-353.5,22,16
-352.5,116,20
-351.5,86,64
-350.5,34,23
-349.5,17,31
-348.5,16,260
-347.5,20,72
-346.5,54,58
-345.5,21,53
-344.5,11,23
-343.5,20,50
-342.5,24,13
-341.5,21,50
-340.5,37,64
-339.5,12,42
-338.5,18,21
-337.5,27,53
-336.5,49,95
-335.5,9,71
-334.5,65,9
-333.5,60,17
-332.5,17,241
-331.5,35,86
-330.5,61,36
-329.5,17,12
-328.5,35,123
-327.5,32,51
-326.5,19,14
-325.5,17,8
-324.5,60,70
-323.5,45,59
-322.5,17,30
-321.5,10,10
-320.5,40,47
-319.5,9,10
-318.5,13,47
-317.5,41,26
-316.5,19,17
-315.5,48,33
-314.5,15,28
-313.5,25,41
-312.5,39,11
-311.5,16,25
-310.5,31,41
-309.5,25,33
-308.5,31,48
-307.5,15,49
-306.5,34,69
-305.5,25,12
-304.5,46,18
-303.5,18,139
-302.5,24,63
-301.5,31,20
-300.5,96,20
-299.5,43,38
-298.5,31,21
-297.5,28,24
-296.5,28,19
-295.5,355,44
-294.5,54,18
-293.5,31,30
-292.5,41,28
-291.5,58,33
-290.5,47,33
-289.5,19,23
-288.5,105,27
-287.5,29,42
-286.5,31,68
-285.5,42,31
-284.5,28,23
-283.5,41,38
-282.5,31,73
-281.5,27,98
-280.5,402,42
-279.5,61,50
-278.5,35,38
-277.5,47,32
-276.5,57,76
-275.5,41,32
-274.5,33,78
-273.5,209,73
-272.5,61,62
-271.5,44,30
-270.5,56,31
-269.5,246,200
-268.5,58,36
-267.5,32,15
-266.5,26,69
-265.5,71,51
-264.5,75,68
-263.5,53,37
-262.5,39,59
-261.5,43,63
-260.5,68,27
-259.5,43,34
-258.5,101,55
-257.5,53,32
-256.5,38,44
-255.5,55,38
-254.5,67,27
-253.5,42,61
-252.5,58,46
-251.5,34,33
-250.5,28,25
-249.5,23,27
-248.5,35,129
-247.5,48,36
-246.5,20,38
-245.5,59,20
-244.5,28,30
-243.5,55,21
-242.5,46,51
-241.5,32,20
-240.5,26,23
-239.5,39,48
-238.5,49,32
-237.5,34,59
-236.5,34,120
-235.5,235,48
-234.5,49,11
-233.5,35,23
-232.5,47,37
-231.5,50,19
-230.5,36,67
-229.5,44,33
-228.5,36,17
-227.5,28,48
-226.5,42,35
-225.5,54,23
-224.5,43,28
-223.5,44,29
-222.5,38,78
-221.5,33,30
-220.5,36,32
-219.5,39,49
-218.5,95,28
-217.5,54,39
-216.5,33,70
-215.5,44,44
-214.5,56,40
-213.5,48,98
-212.5,88,52
-211.5,73,95
-210.5,66,42
-209.5,59,21
-208.5,70,42
-207.5,50,28
-206.5,41,51
-205.5,50,45
-204.5,34,42
-203.5,42,140
-202.5,58,51
-201.5,29,46
-200.5,70,54
-199.5,45,42
-198.5,45,39
-197.5,64,67
-196.5,83,60
-195.5,36,59
-194.5,33,68
-193.5,99,122
-192.5,80,55
-191.5,38,42
-190.5,36,51
-189.5,123,68
-188.5,56,78
-187.5,52,64
-186.5,90,34
-185.5,41,105
-184.5,38,38
-183.5,48,38
-182.5,38,30
-181.5,40,38
-180.5,58,53
-179.5,34,87
-178.5,32,76
-177.5,110,49
-176.5,42,72
-175.5,89,26
-174.5,55,28
-173.5,33,102
-172.5,97,59
-171.5,30,73
-170.5,45,38
-169.5,32,38
-168.5,28,40
-167.5,33,24
-166.5,37,39
-165.5,36,43
-164.5,30,31
-163.5,37,37
-162.5,63,65
-161.5,52,39
-160.5,67,36
-159.5,74,55
-158.5,50,39
-157.5,50,38
-156.5,56,34
-155.5,53,29
-154.5,35,42
-153.5,46,90
-152.5,68,80
-151.5,67,32
-150.5,44,37
-149.5,49,37
-148.5,33,51
-147.5,25,71
-146.5,178,78
-145.5,62,72
-144.5,51,46
-143.5,43,48
-142.5,104,117
-141.5,37,57
-140.5,26,40
-139.5,47,52
-138.5,23,52
-137.5,33,34
-136.5,43,29
-135.5,79,32
-134.5,54,58
-133.5,18,33
-132.5,32,77
-131.5,57,45
