Base index,HP0.4.4_3#TOP,HP0.4.4_3#BOT
1,37831,50114
2,896,977
3,140,191
4,213,444
5,30,208
6,64,23
7,126,167
8,153,93
9,33,47
10,89,29
11,143,358
12,29,110
13,53,56
14,28,21
15,78,28
16,28,70
17,32,21
18,40,32
19,56,304
20,29,115
21,119,80
22,90,43
23,48,30
24,21,42
25,16,29
26,22,63
27,49,70
28,17,54
29,18,22
30,29,59
31,22,107
32,19,70
33,30,19
34,7,17
35,22,306
36,23,107
37,65,31
38,16,16
39,62,153
40,59,35
41,27,18
42,60,17
43,41,75
44,20,71
45,37,38
46,31,13
47,20,57
48,16,17
49,68,58
50,38,51
51,20,21
52,14,49
53,54,36
54,11,35
55,11,21
56,51,30
57,26,57
58,44,33
59,24,60
60,29,71
61,47,52
62,17,22
63,46,21
64,23,172
65,20,83
66,11,17
67,37,20
68,31,53
69,43,23
70,15,36
71,25,24
72,25,55
73,70,15
74,44,40
75,29,34
76,32,29
77,34,35
78,356,15
79,68,31
80,35,61
81,45,67
82,64,37
83,42,21
84,35,33
85,90,58
86,42,99
87,35,38
88,41,52
89,36,32
90,31,21
91,38,68
92,29,25
93,385,68
94,63,46
95,30,58
96,61,16
97,59,20
98,35,233
99,36,32
100,193,16
101,57,66
102,36,45
103,43,59
104,208,30
105,48,55
106,24,67
107,26,38
108,63,28
109,76,57
110,28,17
111,33,30
112,27,45
113,55,33
114,42,65
115,95,37
116,35,48
117,27,17
118,38,25
119,71,104
120,31,29
121,53,37
122,38,25
123,22,28
124,17,16
125,45,51
126,23,15
127,24,24
128,30,47
129,20,26
130,44,49
131,38,93
132,19,30
133,22,17
134,53,21
135,44,33
136,42,16
137,39,90
138,253,23
139,46,36
140,32,46
141,61,23
142,54,26
143,45,36
144,61,23
145,39,89
146,30,29
147,45,15
148,56,49
149,48,27
150,43,51
151,38,68
152,31,46
153,27,33
154,51,74
155,114,45
156,42,68
157,46,45
158,63,26
159,33,42
160,57,35
161,76,68
162,67,38
163,71,38
164,50,140
165,64,45
166,59,31
167,28,72
168,38,43
169,39,44
170,48,49
171,50,47
172,36,65
173,38,60
174,53,96
175,47,45
176,49,45
177,73,49
178,33,64
179,32,70
180,95,60
181,76,26
182,35,96
183,40,48
184,111,30
185,56,36
186,38,27
187,70,45
188,24,92
189,34,79
190,40,36
191,48,80
192,37,39
193,46,29
194,37,83
195,31,48
196,125,53
197,33,37
198,75,32
199,46,33
200,31,38
201,109,37
202,40,44
203,47,38
204,44,24
205,12,61
206,32,29
207,40,34
208,21,42
209,27,36
210,47,46
211,46,27
212,47,23
213,63,57
214,82,70
215,47,58
216,44,46
217,60,33
218,59,39
219,32,48
220,52,88
221,51,67
222,44,71
223,39,40
224,39,41
225,26,97
226,24,43
227,188,39
228,68,40
229,44,33
230,28,35
231,76,36
232,35,55
233,22,65
234,53,42
235,30,78
236,36,45
237,35,48
238,72,27
239,49,60
240,23,47
241,22,72
242,58,48
243,52,25
244,77,41
245,14,50
246,31,76
247,46,173
248,38,56
249,55,33
250,42,58
251,37,31
252,66,30
253,26,57
254,34,17
255,43,27
256,45,27
257,53,98
258,44,30
259,34,29
260,40,43
261,52,27
262,61,48
263,51,34
264,49,41
265,49,45
266,29,37
267,73,37
268,45,30
269,22,44
270,27,90
271,59,50
272,36,37
273,70,40
274,39,39
275,63,45
276,42,17
277,18,26
278,19,71
279,36,87
280,50,29
281,42,45
282,76,27
283,31,39
284,34,40
285,52,31
286,62,44
287,39,54
288,29,78
289,52,46
290,37,29
291,87,30
292,30,61
293,20,16
294,35,74
295,11,34
296,9,16
297,15,28
298,21,23
299,15,17
300,19,15
301,17,32
302,27,35
303,16,14
304,31,16
305,13,29
306,46,35
307,34,26
308,18,12
309,35,22
310,18,30
311,11,44
312,18,21
313,13,34
314,7,25
315,67,56
316,30,39
317,15,27
318,54,55
319,57,65
320,29,14
321,22,26
322,12,30
323,32,87
324,14,35
325,32,32
326,20,29
327,15,48
328,32,23
329,29,38
330,56,30
331,29,63
332,28,46
333,29,43
334,33,39
335,43,34
336,28,48
337,28,1634
338,52,155
339,25,45
340,26,115
341,1022,75
342,109,109
343,56,57
344,107,119
345,60,136
346,43,90
347,134,172
348,85,163
349,140,105
350,94,51
351,104,82
352,100,251
353,130,169
354,80,151
355,87,144
356,90,247
357,166,145
358,177,256
359,290,235
360,283,268
361,320,947
362,311,666
363,427,1023
364,375,1343
365,748,1503
366,581,3145
367,693,3088
368,723,2785
369,504,2884
370,1057,1648
371,806,1426
372,783,805
373,759,606
374,756,317
375,922,290
376,1460,617
377,942,345
378,2106,187
379,1624,365
380,1924,188
381,1278,253
382,1877,429
383,1525,242
384,1017,97
385,1278,328
386,772,220
387,1147,265
388,844,125
389,605,220
390,400,178
391,401,98
392,603,114
393,468,153
394,681,180
395,418,125
396,298,162
397,419,129
398,493,147
399,271,780
400,187,111
401,273,76
402,172,151
403,341,170
404,201,73
405,148,187
406,238,156
407,572,76
408,224,141
409,192,68
410,286,114
411,212,147
412,139,87
413,488,111
414,213,99
415,269,111
416,257,113
417,162,80
418,180,92
419,150,123
420,97,158
421,222,61
422,116,96
423,308,295
424,165,235
425,105,77
426,140,63
427,213,105
428,105,96
429,85,69
430,131,123
431,86,92
432,235,171
433,91,77
434,103,246
435,239,169
436,61,152
437,74,126
438,117,138
439,215,88
440,299,118
441,109,136
442,74,98
443,204,83
444,126,240
445,128,139
446,97,106
447,67,230
448,88,218
449,141,72
450,71,80
451,118,104
452,169,390
453,194,99
454,95,110
455,84,108
456,315,176
457,91,80
458,70,128
459,94,78
460,155,66
461,110,130
462,91,68
463,393,82
464,98,145
465,73,162
466,129,98
467,276,156
468,76,121
469,64,95
470,78,75
471,72,102
472,223,97
473,59,100
474,36,44
