Base index,HP5.6.4_1#TOP,HP5.6.4_1#BOT
1,51232,5375
2,1039,98
3,182,29
4,131,24
5,35,7
6,44,3
7,122,22
8,149,4
9,17,3
10,94,2
11,104,37
12,44,16
13,43,4
14,20,3
15,73,3
16,26,7
17,18,3
18,23,5
19,65,24
20,22,29
21,120,9
22,88,8
23,34,4
24,20,11
25,13,2
26,13,16
27,36,16
28,12,7
29,9,2
30,16,2
31,14,15
32,3,4
33,27,0
34,9,0
35,15,35
36,35,11
37,44,10
38,17,0
39,68,13
40,74,2
41,33,3
42,51,1
43,57,8
44,12,12
45,33,3
46,23,2
47,20,13
48,14,2
49,50,8
50,51,2
51,20,1
52,12,4
53,37,1
54,11,4
55,20,2
56,37,5
57,18,15
58,30,3
59,18,13
60,20,15
61,19,11
62,12,1
63,19,6
64,13,19
65,14,14
66,9,5
67,19,1
68,16,5
69,13,1
70,8,3
71,13,1
72,22,4
73,48,0
74,20,4
75,7,3
76,18,0
77,11,6
78,110,3
79,28,2
80,8,4
81,15,14
82,15,4
83,14,2
84,9,3
85,23,5
86,15,9
87,13,8
88,17,6
89,14,2
90,12,5
91,7,9
92,7,4
93,98,9
94,25,6
95,11,8
96,11,4
97,19,11
98,18,29
99,6,0
100,42,2
101,8,6
102,9,8
103,6,5
104,44,3
105,9,10
106,2,8
107,4,4
108,9,7
109,7,6
110,5,2
111,4,1
112,5,7
113,4,4
114,8,4
115,13,6
116,11,3
117,5,0
118,3,2
119,6,9
120,5,2
121,6,2
122,6,0
123,2,1
124,2,1
125,2,5
126,4,1
127,3,1
128,4,5
129,2,2
130,3,3
131,4,15
132,4,4
133,3,3
134,7,1
135,2,2
136,1,4
137,5,7
138,21,4
139,8,4
140,5,4
141,5,5
142,6,5
143,13,1
144,4,1
145,9,2
146,10,0
147,6,0
148,5,4
149,9,4
150,3,2
151,6,4
152,5,2
153,6,0
154,7,15
155,9,7
156,5,7
157,8,5
158,5,5
159,4,4
160,8,1
161,13,9
162,13,2
163,9,3
164,10,9
165,7,3
166,8,5
167,7,5
168,3,1
169,5,4
170,10,7
171,10,7
172,4,3
173,9,5
174,5,7
175,7,1
176,8,5
177,5,4
178,3,1
179,6,8
180,10,2
181,5,0
182,2,9
183,6,5
184,6,1
185,5,2
186,9,0
187,10,3
188,5,6
189,3,7
190,3,1
191,6,6
192,6,1
193,2,1
194,5,4
195,6,3
196,14,6
197,1,1
198,5,2
199,5,1
200,4,3
201,6,4
202,5,1
203,3,3
204,5,3
205,2,5
206,3,3
207,4,0
208,2,0
209,4,3
210,7,3
211,1,1
212,7,1
213,2,5
214,6,4
215,4,11
216,4,1
217,3,4
218,2,4
219,4,5
220,5,4
221,2,3
222,3,5
223,5,0
224,1,3
225,0,7
226,2,3
227,11,3
228,1,5
229,5,7
230,4,2
231,5,3
232,1,0
233,4,8
234,5,4
235,2,6
236,1,5
237,4,3
238,4,1
239,3,8
240,4,4
241,0,10
242,5,10
243,2,5
244,4,3
245,1,12
246,3,8
247,6,17
248,2,12
249,2,3
250,6,10
251,5,6
252,3,5
253,1,12
254,1,9
255,2,2
256,4,6
257,3,22
258,2,7
259,3,6
260,5,13
261,5,4
262,5,11
263,3,13
264,3,8
265,5,16
266,2,9
267,2,12
268,5,3
269,1,14
270,4,42
271,2,25
272,5,12
273,3,12
274,2,11
275,3,10
276,3,7
277,1,8
278,1,23
279,4,32
280,1,3
281,3,4
282,5,5
283,6,10
284,2,22
285,0,14
286,3,11
287,4,22
288,2,31
289,2,17
290,3,16
291,6,17
292,0,24
293,3,8
294,3,40
295,0,15
296,0,5
297,0,17
298,0,13
299,2,10
300,2,5
301,1,14
302,2,10
303,2,14
304,0,10
305,0,9
306,3,14
307,1,13
308,2,7
309,2,12
310,3,17
311,2,24
312,2,19
313,0,17
314,2,11
315,6,27
316,2,21
317,1,14
318,1,27
319,1,24
320,2,15
321,0,15
322,2,18
323,1,49
324,1,16
325,1,19
326,1,24
327,2,43
328,2,20
329,1,29
330,3,23
331,1,43
332,2,26
333,3,27
334,3,22
335,5,23
336,2,51
337,5,662
338,3,149
339,1,63
340,4,96
341,58,68
342,6,66
343,5,67
344,1,100
345,4,111
346,1,82
347,4,153
348,5,137
349,8,96
350,4,83
351,7,80
352,9,178
353,6,135
354,8,133
355,5,136
356,10,232
357,12,131
358,11,155
359,13,189
360,14,202
361,27,409
362,14,354
363,26,469
364,20,614
365,30,788
366,26,1191
367,62,1682
368,56,2373
369,57,3387
370,108,4501
371,76,5292
372,113,4313
373,91,3226
374,74,2104
375,89,1066
376,110,949
377,130,555
378,147,478
379,126,302
380,241,320
381,157,542
382,240,330
383,183,190
384,193,355
385,137,193
386,149,218
387,115,339
388,104,229
389,123,116
390,67,249
391,85,227
392,73,254
393,52,161
394,38,244
395,34,187
396,47,139
397,42,108
398,52,170
399,61,208
400,25,144
401,44,154
402,42,158
403,34,196
404,17,724
405,34,140
406,20,111
407,26,196
408,19,201
409,11,111
410,29,211
411,316,137
412,33,87
413,14,162
414,21,94
415,7,137
416,7,167
417,40,108
418,14,123
419,22,103
420,15,133
421,12,121
422,10,67
423,15,110
424,4,107
425,20,207
426,10,103
427,22,115
428,24,334
429,5,214
430,10,125
431,18,75
432,15,97
433,6,104
434,5,82
435,9,109
436,24,105
437,6,213
438,10,76
439,21,255
440,5,180
441,1,136
442,9,127
443,12,117
444,16,109
445,15,92
446,5,117
447,16,106
448,10,74
449,13,239
450,4,119
451,9,73
452,6,162
453,6,207
454,4,67
455,5,63
456,19,73
457,6,275
458,7,84
459,3,63
460,19,75
461,12,123
462,6,55
463,8,115
464,15,68
465,8,47
466,6,63
467,65,58
468,13,42
469,8,95
470,23,124
471,24,75
472,3,123
473,8,88
474,4,58
475,17,59
476,10,81
477,3,64
478,6,72
479,4,42
480,3,40
481,9,379
482,11,75
483,5,47
484,7,73
485,13,41
486,2,62
487,14,112
488,4,52
489,11,46
490,4,90
491,6,83
492,5,53
493,6,51
494,6,75
495,4,55
496,13,37
497,11,46
498,19,76
499,7,101
500,2,68
501,8,79
502,4,74
503,1,52
504,8,50
505,3,89
506,8,42
507,1,82
508,27,71
509,8,50
510,2,48
511,4,53
512,7,48
513,1,66
514,8,38
515,3,64
516,0,133
517,5,79
518,7,49
519,14,66
520,3,48
521,5,111
522,3,77
523,4,85
524,5,95
525,2,86
526,10,76
527,12,66
528,4,88
529,15,73
530,12,50
531,5,73
532,2,130
533,3,49
534,13,81
535,5,83
536,7,61
537,3,50
538,8,46
539,13,65
540,6,47
541,5,56
542,4,67
543,1,48
544,4,42
545,14,52
546,2,78
547,4,106
548,5,75
549,5,55
550,3,55
551,5,62
552,3,95
553,3,26
554,2,59
555,2,54
556,7,90
557,4,63
558,2,68
559,8,65
560,11,45
561,9,84
562,7,57
563,3,45
564,8,34
565,5,52
566,21,83
567,6,78
568,5,62
569,6,43
570,1,76
571,4,67
572,12,53
573,8,65
574,3,43
575,3,73
576,35,59
577,2,39
578,5,39
579,3,45
580,8,28
581,4,77
582,3,48
583,28,61
584,6,61
585,4,63
586,4,58
587,1,42
588,4,66
589,1,70
590,17,29
591,4,71
592,3,55
593,3,31
594,5,38
595,5,28
596,10,39
597,5,22
598,3,70
599,5,49
600,3,22
601,0,47
602,3,40
603,8,40
604,7,44
605,4,73
606,3,43
607,4,39
608,9,73
609,6,24
610,3,17
611,12,30
612,4,33
613,2,25
614,8,26
615,7,20
616,3,27
617,4,23
618,5,12
619,4,15
620,3,22
621,9,5
622,5,11
623,2,15
624,3,16
625,0,9
626,3,9
627,5,4
628,1,14
629,1,5
630,4,9
631,3,7
632,2,5
633,1,1
634,3,5
635,2,3
636,2,4
637,1,3
638,1,4
639,2,8
640,1,4
641,1,3
642,1,1
643,1,2
644,2,4
645,2,1
646,2,2
647,1,3
648,1,7
649,4,0
650,0,4
651,3,2
652,3,5
653,1,2
654,0,5
655,2,1
656,5,5
657,5,2
658,0,5
659,0,2
660,1,3
661,0,3
662,0,2
663,1,1
664,3,1
666,3,0
667,1,0
668,1,0
672,2,0
673,4,0
