Base index shifted,HP4.6.4#TOP#AVERAGE,HP4.6.4#TOP#STD,HP4.6.4#BOT#AVERAGE,HP4.6.4#BOT#STD
-49.5,0.0004900188371656293,0.00027299135612151356,0.00046706411186932186,0.00019642069122267203
-48.5,0.00021946459719404606,4.884047442653874e-05,0.0005101461228602534,0.0002432596467020795
-47.5,0.0006508339671605928,0.00013438712477054166,0.0006283081670099709,4.1055989267404755e-05
-46.5,0.0005481440532152184,0.0001715244453275014,0.0015739400758909893,0.0004489787094603662
-45.5,0.0013334039997506333,0.00046903333806517996,0.0008362842647490871,0.00010556257927639647
-44.5,0.0004515171959481232,0.00015858754754020775,0.0007012160911529222,0.00019429371694403428
-43.5,0.00032894158159591907,0.00014006442192782722,0.0009133955652309165,0.00020960137746209645
-42.5,0.000605034627096288,0.0002207129416514884,0.0012514283588280063,0.00021807043870580286
-41.5,0.0010479922365107062,0.0002679182825273407,0.0006502806722155769,0.00012733827484944375
-40.5,0.000704193131646443,1.9181957380036747e-05,0.0008312440572574792,0.00038768261840523623
-39.5,0.000897233460792714,9.071044210598059e-05,0.0007772378741230661,2.5957554250433237e-05
-38.5,0.0006760099702806549,0.0001453271546735019,0.0016330818976822367,0.00027754236702113455
-37.5,0.0009447916941750316,0.00024391592881814976,0.001047076124428875,0.00010056300661406976
-36.5,0.0004583042664046218,6.472041165105491e-05,0.0011402734039785709,0.00016331385927181963
-35.5,0.0005043657320436734,0.00014351016747939405,0.0009306521280989863,0.00036843048412522677
-34.5,0.01716925491903003,0.002792273589503727,0.0010330786266024598,0.00017362282267072742
-33.5,0.0018727399636165934,0.0004763516226548061,0.002196697785308135,0.0005136699293624783
-32.5,0.001009717603440313,0.0001772162210913097,0.01920689786983468,0.0054037346311490795
-31.5,0.0017063509106652105,0.0003268875829497123,0.0035448426139556193,0.0001159989324884558
-30.5,0.0009460399591027447,0.0002971905225759577,0.001304802692428425,0.0003933020728219956
-29.5,0.0007535102583467736,0.0004142986833961289,0.002388859832598355,0.00018534951631664866
-28.5,0.003214165675992245,0.0015286017161599142,0.0017314789558147102,0.0004867702786085219
-27.5,0.0013819619952451108,7.929376557588103e-05,0.0022482150331418135,0.0003488309661747659
-26.5,0.002917427798879193,0.0006590234758324571,0.0017132257451143154,0.00044349976844802524
-25.5,0.0018236362223041822,0.0004193625069144943,0.002646989416143054,0.0006222857641790943
-24.5,0.0023008400497626677,0.0005314408928050506,0.0036634861784531378,0.00042424815175625915
-23.5,0.0021470389983713157,0.00029232795458177966,0.00214399815028341,0.00014967140556190132
-22.5,0.0018878244950320505,0.0003383266557578255,0.003836653369467034,0.00025787318470729806
-21.5,0.0014798722348675528,0.0003711738494206809,0.004078255986740324,4.386144900287493e-05
-20.5,0.0017690424156498125,0.0004725176817574004,0.002522607093208123,0.000292366307287128
-19.5,0.0019540337866526783,0.00032126395132731794,0.002186150214853826,0.00045377453133889486
-18.5,0.0038522118789640807,0.0008708075158916017,0.002084331713514237,0.000570562189289439
-17.5,0.0034497769296599284,0.0008037099017222847,0.005182559387686874,0.00021196190148801497
