Base index,HP0.6.8_3#TOP,HP0.6.8_3#BOT
1,44208,43701
2,943,741
3,148,150
4,144,198
5,44,68
6,63,19
7,122,60
8,128,31
9,31,15
10,63,10
11,112,119
12,53,42
13,54,23
14,24,13
15,66,11
16,23,23
17,27,14
18,29,13
19,58,97
20,25,44
21,91,21
22,62,14
23,35,15
24,12,30
25,21,9
26,18,21
27,35,35
28,14,27
29,7,11
30,21,26
31,31,41
32,16,28
33,23,5
34,9,7
35,22,93
36,21,32
37,51,17
38,27,9
39,72,37
40,57,15
41,32,5
42,35,9
43,47,20
44,27,25
45,36,19
46,30,7
47,27,30
48,19,5
49,53,15
50,31,25
51,34,9
52,14,25
53,37,14
54,17,20
55,17,8
56,27,18
57,17,25
58,44,10
59,28,27
60,31,25
61,63,24
62,20,4
63,38,11
64,23,56
65,23,33
66,15,5
67,46,6
68,24,26
69,48,10
70,22,16
71,36,18
72,35,26
73,57,7
74,38,14
75,27,16
76,34,10
77,43,14
78,157,8
79,56,19
80,42,20
81,39,26
82,58,13
83,37,4
84,40,14
85,52,13
86,30,32
87,29,13
88,30,17
89,36,3
90,37,12
91,26,30
92,32,10
93,184,38
94,51,11
95,25,25
96,45,9
97,60,12
98,42,93
99,37,13
100,114,11
101,39,42
102,48,19
103,58,22
104,96,15
105,46,16
106,29,17
107,29,15
108,52,13
109,65,21
110,39,15
111,41,19
112,35,14
113,43,18
114,33,34
115,63,21
116,40,20
117,37,17
118,38,6
119,50,31
120,24,18
121,55,11
122,31,12
123,25,15
124,14,5
125,30,25
126,30,6
127,14,11
128,49,20
129,22,11
130,28,19
131,24,40
132,19,30
133,24,8
134,35,12
135,32,17
136,21,6
137,25,38
138,97,8
139,37,10
140,39,15
141,27,11
142,33,16
143,36,11
144,36,12
145,32,21
146,27,18
147,32,8
148,42,17
149,44,20
150,25,20
151,32,20
152,24,18
153,19,12
154,38,28
155,44,20
156,45,21
157,46,16
158,42,11
159,29,19
160,35,17
161,54,25
162,49,18
163,47,11
164,34,43
165,55,26
166,38,21
167,34,25
168,45,14
169,45,19
170,34,32
171,39,20
172,42,36
173,30,29
174,35,27
175,38,15
176,31,20
177,48,24
178,30,17
179,26,26
180,43,32
181,36,19
182,37,25
183,36,15
184,54,22
185,49,24
186,40,18
187,42,35
188,19,15
189,32,34
190,28,15
191,50,33
192,30,18
193,34,20
194,24,44
195,33,24
196,54,29
197,37,19
198,43,12
199,33,9
200,16,9
201,40,15
202,29,17
203,44,17
204,22,12
205,9,21
206,23,13
207,28,14
208,22,13
209,40,18
210,33,16
211,27,14
212,48,11
213,35,18
214,47,29
215,38,27
216,36,21
217,30,16
218,37,21
219,31,19
220,39,33
221,34,25
222,29,40
223,21,17
224,24,8
225,22,40
226,21,13
