Distance from 5'-end,HP4.0.4_3
0,32.789561622366534
1,32.78074362969835
2,33.03728506705818
3,33.09404357655621
4,33.10530700845771
5,35.203786602776
6,34.43154571575259
7,34.4954919250966
8,34.48713780027562
9,34.55504715239184
10,34.29415526512524
11,35.59423723012349
12,37.37671923835602
13,37.320942507408375
14,37.3940760022698
15,37.32030750385055
16,37.32187474667411
17,37.294997432964344
18,37.358142006611246
19,37.27717680120335
20,37.280901254694975
21,37.26633670500707
22,37.697350999342476
23,37.59849310503229
24,37.86932887780009
25,37.97462237554381
26,37.85656575664502
27,37.87403961341344
28,37.93537825495618
29,37.95157760103762
30,37.976739054069874
31,37.9006917485566
32,37.96250326508922
33,37.96797960782901
34,37.89364816299325
35,37.888117777397476
36,37.60167262639273
37,37.699256010015944
38,37.69133873161417
39,37.54895382037956
40,37.62213235095431
41,37.61189573331652
42,37.78399070462877
43,37.85092278176594
44,37.71504553110617
45,37.74079695198292
46,37.89222503445232
47,37.88418165605325
48,37.83882168559668
49,37.79291678300893
50,37.77526728695856
51,37.754794051682985
52,37.78565702602164
53,37.721945002386896
54,37.66200697152842
55,37.80957999693757
56,37.536686092071015
57,37.59982165857525
58,37.69091089233763
59,37.57103032704935
60,37.384753609612424
61,37.431595255037244
62,37.474343154121215
63,37.5642254307666
64,37.58195148752961
65,37.4862641074372
66,37.78559847959432
67,37.81002134692812
68,37.743656719778784
69,37.690221845923816
70,37.57326409843005
71,37.542653324086
72,37.70612845986867
73,37.7895706295092
74,37.77228592273673
75,37.42267818379975
