Base index shifted,HP5.6.4_3#TOP,HP5.6.4_3#BOT
-374.5,58401,0
-373.5,1106,0
-372.5,191,0
-371.5,170,0
-370.5,36,0
-369.5,67,0
-369.0,0,9187
-368.5,154,0
-368.0,0,128
-367.5,177,0
-367.0,0,35
-366.5,22,0
-366.0,0,52
-365.5,103,0
-365.0,0,16
-364.5,124,0
-364.0,0,4
-363.5,57,0
-363.0,0,42
-362.5,48,0
-362.0,0,11
-361.5,27,0
-361.0,0,2
-360.5,76,0
-360.0,0,4
-359.5,21,0
-359.0,0,33
-358.5,33,0
-358.0,0,15
-357.5,35,0
-357.0,0,13
-356.5,82,0
-356.0,0,4
-355.5,27,0
-355.0,0,3
-354.5,112,0
-354.0,0,9
-353.5,79,0
-353.0,0,4
-352.5,29,0
-352.0,0,9
-351.5,15,0
-351.0,0,28
-350.5,19,0
-350.0,0,28
-349.5,8,0
-349.0,0,15
-348.5,39,0
-348.0,0,8
-347.5,13,0
-347.0,0,7
-346.5,10,0
-346.0,0,10
-345.5,21,0
-345.0,0,3
-344.5,20,0
-344.0,0,10
-343.5,14,0
-343.0,0,12
-342.5,22,0
-342.0,0,10
-341.5,7,0
-341.0,0,6
-340.5,20,0
-340.0,0,8
-339.5,20,0
-339.0,0,13
-338.5,39,0
-338.0,0,6
-337.5,12,0
-337.0,0,3
-336.5,71,0
-336.0,0,2
-335.5,57,0
-335.0,0,42
-334.5,28,0
-334.0,0,16
-333.5,58,0
-333.0,0,9
-332.5,59,0
-331.5,6,0
-331.0,0,22
-330.5,32,0
-330.0,0,9
-329.5,31,0
-329.0,0,1
-328.5,18,0
-328.0,0,4
-327.5,15,0
-327.0,0,16
-326.5,51,0
-326.0,0,10
-325.5,42,0
-325.0,0,7
-324.5,14,0
-324.0,0,3
-323.5,14,0
-323.0,0,11
-322.5,28,0
-322.0,0,5
-321.5,13,0
-321.0,0,15
-320.5,9,0
-320.0,0,5
-319.5,39,0
-319.0,0,4
-318.5,18,0
-318.0,0,11
-317.5,31,0
-317.0,0,6
-316.5,17,0
-316.0,0,9
-315.5,20,0
-315.0,0,2
-314.5,26,0
-314.0,0,11
-313.5,12,0
-313.0,0,12
-312.5,15,0
-312.0,0,4
-311.5,15,0
-311.0,0,7
-310.5,9,0
-310.0,0,15
-309.5,2,0
-309.0,0,10
-308.5,16,0
-308.0,0,5
-307.5,13,0
-307.0,0,3
-306.5,28,0
-306.0,0,30
-305.5,6,0
-305.0,0,16
-304.5,17,0
-304.0,0,2
-303.5,17,0
-303.0,0,2
-302.5,28,0
-302.0,0,3
-301.5,30,0
-301.0,0,3
-300.5,19,0
-300.0,0,6
-299.5,9,0
-299.0,0,3
-298.5,9,0
-298.0,0,8
-297.5,103,0
-297.0,0,2
-296.5,26,0
-296.0,0,6
-295.5,8,0
-295.0,0,2
-294.5,16,0
-294.0,0,4
-293.5,36,0
-293.0,0,6
-292.5,23,0
-292.0,0,1
-291.5,6,0
-291.0,0,4
-290.5,40,0
-290.0,0,8
-289.5,17,0
-289.0,0,14
-288.5,12,0
-288.0,0,4
-287.5,17,0
-286.5,14,0
-286.0,0,4
-285.5,7,0
-285.0,0,9
-284.5,15,0
-284.0,0,13
-283.5,16,0
-283.0,0,5
-282.5,145,0
-282.0,0,4
-281.5,25,0
-281.0,0,2
-280.5,9,0
-280.0,0,5
-279.5,15,0
-279.0,0,8
-278.5,16,0
-278.0,0,4
-277.5,7,0
-277.0,0,8
-276.5,6,0
-276.0,0,11
-275.5,72,0
-275.0,0,7
-274.5,16,0
-274.0,0,3
-273.5,13,0
-273.0,0,8
-272.5,12,0
-272.0,0,33
-271.5,56,0
-271.0,0,3
-270.5,21,0
-270.0,0,1
-269.5,7,0
-269.0,0,7
-268.5,6,0
-268.0,0,4
-267.5,10,0
-267.0,0,4
-266.5,18,0
-266.0,0,2
-265.5,9,0
-265.0,0,4
-264.5,5,0
-264.0,0,6
-263.5,4,0
-263.0,0,2
-262.5,14,0
-262.0,0,1
-261.5,7,0
-261.0,0,6
-260.5,20,0
-259.5,6,0
-259.0,0,3
-258.5,9,0
-258.0,0,2
-257.5,11,0
-257.0,0,4
-256.5,7,0
-256.0,0,8
-255.5,4,0
-255.0,0,2
-254.5,11,0
-254.0,0,4
-253.5,6,0
-253.0,0,5
-252.5,6,0
-252.0,0,2
-251.5,4,0
-251.0,0,10
-250.5,4,0
-250.0,0,3
-249.5,5,0
-249.0,0,6
-248.5,3,0
-247.5,9,0
-247.0,0,2
-246.5,5,0
-246.0,0,1
-245.5,5,0
-245.0,0,6
-244.5,4,0
-243.5,4,0
-243.0,0,3
-242.5,5,0
-242.0,0,9
-241.5,7,0
-241.0,0,3
-240.5,14,0
-240.0,0,5
-239.5,9,0
-239.0,0,17
-238.5,7,0
-238.0,0,5
