Distance from 5'-end,HP0.4.4_2
0,32.735184160547924
1,32.962487475886405
2,33.096473060070885
3,33.03565073051099
4,32.9110825320393
5,34.82066217044758
6,34.91533699211916
7,34.87461306096813
8,34.837496822239835
9,34.91826800855378
10,34.329518774954764
11,35.593803741532206
12,37.40074920369069
13,37.387365225583586
14,37.380437708423685
15,37.33488732036309
16,37.34722450688639
17,37.31884897788279
18,37.32641578561709
19,37.264109255133015
20,37.3223183442748
21,37.323709081664695
22,37.82425490870482
23,37.73894887170822
24,37.897698553932194
25,38.01254654484006
26,37.906121487640384
27,37.9136733412092
28,37.96813641189753
29,37.97239087197739
30,38.03651433356762
31,37.950370863303974
32,38.030719594443035
33,37.98434298873951
34,37.90016972977823
35,37.91720252426313
36,37.694662110630915
37,37.76957500261698
38,37.75186179360261
39,37.6740328393474
40,37.70181020173169
41,37.70507020980694
42,37.808560512030624
43,37.890505600334976
44,37.85689985195376
45,37.867950980245546
46,37.98104933379193
47,37.97742668720372
48,37.93682238937656
49,37.90131746197903
50,37.848413363042276
51,37.861692661991
52,37.832954494474436
53,37.796974772322834
54,37.79076879364747
55,37.88920458793797
56,37.7439136546485
57,37.790585605120306
58,37.83808751177641
59,37.82999730825021
60,37.66863438560811
61,37.71474929341568
62,37.71854391290694
63,37.81642640307458
64,37.81488612402985
65,37.72522468633638
66,37.94834457388105
67,37.95950038133122
68,37.87833290963198
69,37.85444736881458
70,37.79861599198457
71,37.791314620687594
72,37.91326957874116
73,37.94586218241091
74,37.91718757009765
75,37.60337814598256
