Base index shifted,HP0.6.0_2#TOP,HP0.6.0_2#BOT
-372.5,50914,0
-371.5,1099,0
-370.5,191,0
-369.5,206,0
-368.5,46,0
-367.5,81,0
-366.5,148,21670
-365.5,157,378
-364.5,29,71
-363.5,107,141
-362.5,94,34
-361.5,48,13
-360.5,59,48
-359.5,26,22
-358.5,56,8
-357.5,30,7
-356.5,39,61
-355.5,34,18
-354.5,64,18
-353.5,26,6
-352.5,112,9
-351.5,103,15
-350.5,41,7
-349.5,28,4
-348.5,30,73
-347.5,24,31
-346.5,44,22
-345.5,17,15
-344.5,13,10
-343.5,24,9
-342.5,21,5
-341.5,27,12
-340.5,25,15
-339.5,6,10
-338.5,22,7
-337.5,23,15
-336.5,40,29
-335.5,18,14
-334.5,63,4
-333.5,82,8
-332.5,31,64
-331.5,56,17
-330.5,58,7
-329.5,17,2
-328.5,39,39
-327.5,28,7
-326.5,20,3
-325.5,17,7
-324.5,57,18
-323.5,40,16
-322.5,18,9
-321.5,29,5
-320.5,39,24
-319.5,22,3
-318.5,14,11
-317.5,53,9
-316.5,17,4
-315.5,55,10
-314.5,35,7
-313.5,39,12
-312.5,52,6
-311.5,26,14
-310.5,39,7
-309.5,35,8
-308.5,20,15
-307.5,15,22
-306.5,43,9
-305.5,29,9
-304.5,45,6
-303.5,19,44
-302.5,23,26
-301.5,36,6
-300.5,65,4
-299.5,51,5
-298.5,38,5
-297.5,40,7
-296.5,40,8
-295.5,196,12
-294.5,73,5
-293.5,39,5
-292.5,49,14
-291.5,48,11
-290.5,40,6
-289.5,39,4
-288.5,94,6
-287.5,43,11
-286.5,57,18
-285.5,30,6
-284.5,53,4
-283.5,38,6
-282.5,42,20
-281.5,43,31
-280.5,254,6
-279.5,74,18
-278.5,34,7
-277.5,57,9
-276.5,58,26
-275.5,50,11
-274.5,33,15
-273.5,141,17
-272.5,44,22
-271.5,47,4
-270.5,56,11
-269.5,132,72
-268.5,58,9
-267.5,36,3
-266.5,22,20
-265.5,42,12
-264.5,47,10
-263.5,27,8
-262.5,32,12
-261.5,29,16
-260.5,40,7
-259.5,35,9
-258.5,45,6
-257.5,34,6
-256.5,37,7
-255.5,36,9
-254.5,62,11
-253.5,25,23
-252.5,37,5
-251.5,41,12
-250.5,19,6
-249.5,27,4
-248.5,38,23
-247.5,31,5
-246.5,18,3
-245.5,38,6
-244.5,20,9
-243.5,47,5
-242.5,39,16
-241.5,23,5
-240.5,23,9
-239.5,32,14
-238.5,27,3
-237.5,34,8
-236.5,43,25
-235.5,140,9
-234.5,50,3
-233.5,31,7
-232.5,38,5
-231.5,41,11
-230.5,40,36
-229.5,39,13
-228.5,39,8
-227.5,29,17
-226.5,27,9
-225.5,41,10
-224.5,26,4
-223.5,30,6
-222.5,29,21
-221.5,25,12
-220.5,35,8
-219.5,36,13
-218.5,53,3
-217.5,43,8
-216.5,38,14
-215.5,43,14
-214.5,34,8
-213.5,52,17
-212.5,62,7
-211.5,55,24
-210.5,55,8
-209.5,44,7
-208.5,39,5
-207.5,63,9
-206.5,32,8
-205.5,36,12
-204.5,38,14
-203.5,36,31
-202.5,43,17
-201.5,29,15
-200.5,27,21
-199.5,25,9
-198.5,28,6
-197.5,52,13
-196.5,51,16
-195.5,24,23
-194.5,22,15
-193.5,58,26
-192.5,40,11
-191.5,20,9
-190.5,32,12
-189.5,65,26
-188.5,51,9
-187.5,46,9
-186.5,39,10
-185.5,16,21
-184.5,30,9
-183.5,34,13
-182.5,32,7
-181.5,33,10
-180.5,29,15
-179.5,35,11
-178.5,24,23
-177.5,65,13
-176.5,34,16
-175.5,54,10
-174.5,34,13
-173.5,17,23
-172.5,54,19
-171.5,32,20
-170.5,28,5
-169.5,20,10
-168.5,13,6
-167.5,31,9
-166.5,24,10
-165.5,30,15
-164.5,23,4
-163.5,49,10
-162.5,28,12
-161.5,26,9
-160.5,43,13
-159.5,30,10
-158.5,32,10
-157.5,38,12
-156.5,37,11
-155.5,32,12
-154.5,22,11
-153.5,32,17
-152.5,35,18
-151.5,23,14
-150.5,26,7
-149.5,31,5
-148.5,19,14
-147.5,16,14
-146.5,67,11
-145.5,26,18
-144.5,46,14
-143.5,9,11
-142.5,50,41
-141.5,17,18
-140.5,14,25
-139.5,23,12
-138.5,29,9
-137.5,11,10
-136.5,33,6
-135.5,34,12
-134.5,25,12
-133.5,21,8
-132.5,10,14
-131.5,21,15
-130.5,30,13
-129.5,32,6
-128.5,14,20
-127.5,15,12
-126.5,14,18
-125.5,29,15
-124.5,20,7
-123.5,24,7
-122.5,16,16
-121.5,24,21
-120.5,19,42
-119.5,22,23
-118.5,18,15
-117.5,19,14
-116.5,25,13
-115.5,22,8
-114.5,16,22
-113.5,28,4
-112.5,20,10
-111.5,26,10
-110.5,21,26
-109.5,14,9
-108.5,20,15
-107.5,16,20
-106.5,18,11
-105.5,16,11
-104.5,9,14
-103.5,14,16
-102.5,16,15
-101.5,13,18
-100.5,21,16
-99.5,9,15
-98.5,25,18
-97.5,7,34
-96.5,10,20
-95.5,6,12
-94.5,11,23
-93.5,13,15
-92.5,13,18
-91.5,13,8
-90.5,11,20
-89.5,10,30
-88.5,14,35
-87.5,8,11
-86.5,10,13
-85.5,6,14
-84.5,8,26
-83.5,7,20
-82.5,11,19
-81.5,7,22
-80.5,2,22
-79.5,8,37
-78.5,2,14
-77.5,4,19
-76.5,0,14
-75.5,2,21
-74.5,4,13
-73.5,2,28
-72.5,5,20
-71.5,3,11
-70.5,5,19
-69.5,6,12
-68.5,2,14
-67.5,4,9
-66.5,4,15
-65.5,3,19
-64.5,5,16
-63.5,3,10
-62.5,6,10
-61.5,0,17
-60.5,4,7
-59.5,2,8
-58.5,16,17
-57.5,4,13
-56.5,3,13
-55.5,10,18
-54.5,4,16
-53.5,12,11
-52.5,3,28
-51.5,4,19
-50.5,6,15
-49.5,2,31
-48.5,5,34
-47.5,5,14
-46.5,3,9
-45.5,6,21
-44.5,4,31
-43.5,8,31
-42.5,4,27
-41.5,7,27
-40.5,10,37
-39.5,6,20
-38.5,5,35
-37.5,13,27
-36.5,9,55
-35.5,10,36
-34.5,5,55
-33.5,8,30
-32.5,830,55
-31.5,31,42
-30.5,13,1252
-29.5,35,183
-28.5,18,59
-27.5,10,131
-26.5,40,69
-25.5,15,88
-24.5,56,80
-23.5,27,109
-22.5,58,131
-21.5,36,95
-20.5,44,174
-19.5,27,167
-18.5,43,92
-17.5,31,65
-16.5,77,73
-15.5,71,219
-14.5,113,164
-13.5,111,172
-12.5,137,159
-11.5,130,284
-10.5,227,221
-9.5,167,324
-8.5,308,336
-7.5,195,382
-6.5,269,1272
-5.5,222,1048
-4.5,242,1651
-3.5,387,2102
-2.5,247,2539
-1.5,435,5827
-0.5,315,5692
0.5,625,4535
1.5,514,4705
2.5,861,2619
3.5,453,2318
4.5,933,1281
5.5,720,746
6.5,851,499
7.5,580,409
8.5,800,689
9.5,676,396
10.5,452,215
11.5,567,458
12.5,347,214
13.5,464,232
14.5,345,432
15.5,233,265
16.5,166,105
17.5,160,305
18.5,185,203
19.5,174,304
20.5,191,136
21.5,124,232
22.5,80,210
23.5,152,133
24.5,138,137
25.5,113,197
26.5,56,173
27.5,105,184
28.5,55,198
29.5,89,166
30.5,43,176
31.5,38,1129
32.5,49,154
33.5,984,116
34.5,184,165
35.5,49,159
36.5,66,85
37.5,47,160
38.5,36,125
39.5,101,95
40.5,41,140
41.5,67,80
42.5,51,106
43.5,38,157
44.5,44,99
45.5,38,130
46.5,28,109
47.5,49,108
48.5,36,104
49.5,59,72
50.5,30,98
51.5,17,122
52.5,34,142
53.5,40,75
54.5,19,99
55.5,14,266
56.5,33,175
57.5,24,99
58.5,40,63
59.5,20,100
60.5,22,80
61.5,37,66
62.5,20,109
63.5,16,107
64.5,21,189
65.5,54,76
66.5,79,225
67.5,20,178
68.5,14,145
69.5,58,115
70.5,32,124
71.5,49,103
72.5,22,83
73.5,18,96
74.5,32,106
75.5,31,91
76.5,17,193
77.5,34,136
78.5,38,139
79.5,43,182
80.5,40,201
81.5,19,106
82.5,74,120
83.5,37,110
84.5,21,350
85.5,26,137
86.5,71,138
87.5,36,164
88.5,38,197
89.5,156,111
90.5,29,166
91.5,32,117
92.5,70,97
93.5,104,136
94.5,23,97
95.5,33,108
96.5,36,212
97.5,26,200
98.5,70,159
99.5,25,158
100.5,24,161
101.5,46,136
102.5,27,92
103.5,27,139
104.5,47,164
105.5,35,151
106.5,25,92
107.5,26,116
108.5,15,497
109.5,39,138
110.5,22,93
111.5,69,124
112.5,31,121
113.5,16,107
114.5,19,177
115.5,23,82
116.5,29,91
117.5,15,154
118.5,22,107
119.5,39,109
120.5,63,109
121.5,18,113
122.5,12,116
123.5,8,63
124.5,12,78
125.5,11,128
126.5,13,125
127.5,17,100
128.5,17,102
129.5,19,91
130.5,73,103
131.5,18,71
132.5,11,100
133.5,11,70
134.5,29,114
135.5,12,99
136.5,16,62
137.5,10,77
138.5,2,74
139.5,17,55
140.5,6,100
141.5,31,82
142.5,12,81
143.5,18,143
144.5,11,81
145.5,12,44
146.5,13,84
147.5,14,63
148.5,55,132
149.5,18,102
150.5,15,98
151.5,37,94
152.5,23,80
153.5,7,86
154.5,13,59
155.5,11,113
156.5,20,90
157.5,20,90
158.5,18,80
159.5,21,138
160.5,10,58
161.5,28,62
162.5,19,91
163.5,25,62
164.5,12,57
165.5,12,45
166.5,19,60
167.5,31,61
168.5,12,53
169.5,8,96
170.5,31,90
171.5,27,56
172.5,15,88
173.5,4,103
174.5,10,96
175.5,16,96
176.5,13,75
177.5,30,65
178.5,26,72
179.5,11,89
180.5,9,39
181.5,24,47
182.5,26,65
183.5,25,99
184.5,20,78
185.5,34,79
186.5,11,54
187.5,10,48
188.5,74,87
189.5,17,58
190.5,8,51
191.5,26,66
192.5,17,68
193.5,10,111
194.5,24,92
195.5,12,73
196.5,10,63
197.5,12,83
198.5,68,91
199.5,14,58
200.5,6,84
201.5,17,59
202.5,25,74
203.5,11,80
204.5,10,57
205.5,56,63
206.5,23,49
207.5,9,53
208.5,28,110
209.5,10,61
210.5,7,71
211.5,12,86
212.5,33,70
213.5,13,50
214.5,9,70
215.5,14,92
216.5,7,62
217.5,11,47
218.5,10,92
219.5,10,51
220.5,15,63
221.5,17,39
222.5,7,62
223.5,9,39
224.5,4,42
225.5,33,64
226.5,16,52
227.5,9,49
228.5,15,49
229.5,10,59
230.5,5,63
231.5,27,68
232.5,20,110
233.5,18,65
234.5,11,54
235.5,6,78
236.5,22,34
237.5,21,36
238.5,11,47
239.5,13,40
240.5,21,37
241.5,10,49
242.5,11,41
243.5,13,54
244.5,6,39
245.5,8,29
246.5,12,52
247.5,3,40
248.5,15,23
249.5,8,28
250.5,5,38
251.5,10,30
252.5,6,15
253.5,8,15
254.5,1,21
255.5,9,34
256.5,15,26
257.5,11,29
258.5,7,25
259.5,2,30
260.5,4,23
261.5,3,20
262.5,1,15
263.5,4,22
264.5,1,19
265.5,7,16
266.5,3,52
267.5,2,25
268.5,3,17
269.5,1,17
270.5,5,16
271.5,7,22
272.5,2,21
273.5,3,15
274.5,4,17
275.5,6,13
276.5,4,9
277.5,3,17
278.5,4,6
279.5,6,24
280.5,2,7
281.5,4,4
282.5,2,14
283.5,3,13
284.5,3,7
285.5,4,7
286.5,2,15
287.5,1,11
288.5,3,5
289.5,5,8
290.5,3,4
291.5,1,7
292.5,4,0
293.5,2,0
294.5,2,0
295.5,7,0
296.5,3,0
297.5,2,0
