Base index shifted,HP0.6.4_3#TOP,HP0.6.4_3#BOT
-374.5,59861,0
-373.5,1456,0
-372.5,191,0
-371.5,297,0
-370.5,42,0
-369.5,55,0
-368.5,147,0
-367.5,255,0
-366.5,24,6477
-365.5,148,128
-364.5,206,22
-363.5,67,49
-362.5,96,14
-361.5,31,2
-360.5,146,30
-359.5,38,19
-358.5,49,4
-357.5,32,3
-356.5,98,44
-355.5,31,18
-354.5,159,5
-353.5,112,3
-352.5,53,5
-351.5,22,11
-350.5,20,2
-349.5,18,2
-348.5,71,28
-347.5,16,42
-346.5,16,30
-345.5,24,12
-344.5,33,10
-343.5,21,27
-342.5,39,4
-341.5,6,18
-340.5,21,15
-339.5,37,15
-338.5,73,10
-337.5,18,8
-336.5,100,9
-335.5,97,12
-334.5,48,6
-333.5,89,1
-332.5,125,40
-331.5,23,15
-330.5,78,4
-329.5,43,4
-328.5,48,29
-327.5,30,8
-326.5,89,1
-325.5,87,1
-324.5,38,8
-323.5,27,9
-322.5,67,5
-321.5,24,0
-320.5,20,20
-319.5,55,7
-318.5,33,8
-317.5,75,8
-316.5,35,3
-315.5,40,14
-314.5,67,4
-313.5,35,10
-312.5,65,5
-311.5,52,7
-310.5,42,17
-309.5,22,3
-308.5,54,11
-307.5,47,14
-306.5,89,14
-305.5,31,2
-304.5,39,3
-303.5,43,27
-302.5,89,15
-301.5,63,3
-300.5,55,5
-299.5,43,3
-298.5,34,3
-297.5,214,6
-296.5,95,5
-295.5,38,12
-294.5,37,2
-293.5,76,3
-292.5,36,8
-291.5,31,9
-290.5,81,9
-289.5,45,5
-288.5,46,4
-287.5,36,9
-286.5,44,11
-285.5,36,7
-284.5,33,1
-283.5,34,6
-282.5,202,8
-281.5,72,20
-280.5,25,6
-279.5,40,13
-278.5,55,1
-277.5,42,6
-276.5,29,9
-275.5,91,9
-274.5,38,10
-273.5,31,4
-272.5,27,9
-271.5,92,3
-270.5,50,11
-269.5,22,19
-268.5,17,6
-267.5,41,5
-266.5,37,12
-265.5,13,6
-264.5,26,8
-263.5,16,5
-262.5,27,8
-261.5,30,6
-260.5,44,10
-259.5,27,7
-258.5,32,14
-257.5,26,9
-256.5,41,8
-255.5,25,1
-254.5,37,9
-253.5,16,9
-252.5,22,7
-251.5,12,9
-250.5,30,4
-249.5,15,4
-248.5,13,18
-247.5,24,5
-246.5,15,12
-245.5,38,7
