Base index,HP4.6.4_3#TOP,HP4.6.4_3#BOT
1,44979,39556
2,927,661
3,146,132
4,171,333
5,35,96
6,82,17
7,144,96
8,180,56
9,36,17
10,97,15
11,140,229
12,56,72
13,57,38
14,39,20
15,111,14
16,38,51
17,44,15
18,46,25
19,82,204
20,35,51
21,151,34
22,113,32
23,69,19
24,31,34
25,38,12
26,25,29
27,93,41
28,30,34
29,17,16
30,28,42
31,42,73
32,40,44
33,63,14
34,24,9
35,38,218
36,48,58
37,101,27
38,36,5
39,128,98
40,110,33
41,50,7
42,94,13
43,90,51
44,32,54
45,99,29
46,52,14
47,49,39
48,33,15
49,127,30
50,101,35
51,39,15
52,33,43
53,78,25
54,41,31
55,40,14
56,82,38
57,36,51
58,85,29
59,36,38
60,62,59
61,82,50
62,47,13
63,73,21
64,42,103
65,46,73
66,25,16
67,90,22
68,47,47
69,74,15
70,35,20
71,48,20
72,54,54
73,98,14
74,72,24
75,47,28
76,54,24
77,49,40
78,280,17
79,94,27
80,54,34
81,58,37
82,74,23
83,62,17
84,43,21
85,107,58
86,56,52
87,56,29
88,61,25
89,62,24
90,55,26
91,47,42
92,45,25
93,341,48
94,93,43
95,38,35
96,67,20
97,68,15
98,67,161
99,60,22
100,232,14
101,80,38
102,62,31
103,78,44
104,242,20
105,97,54
106,61,47
107,56,22
108,126,26
109,107,39
110,64,19
111,75,37
112,45,29
113,98,24
114,65,63
115,121,33
116,71,27
117,76,27
118,98,28
119,102,63
120,57,30
121,77,28
122,73,25
123,47,33
124,52,18
125,66,37
126,57,15
127,51,26
128,56,29
129,51,34
130,72,34
131,58,89
132,58,42
133,57,20
134,70,27
135,91,22
136,71,29
137,101,64
138,269,34
139,124,29
140,76,46
141,85,30
142,93,39
143,71,35
144,74,30
145,64,71
146,68,38
147,87,34
148,94,42
149,93,29
150,64,52
151,85,53
152,70,59
153,79,33
154,101,75
155,135,45
156,89,72
157,88,34
158,88,48
159,108,51
160,95,39
161,157,55
162,141,53
163,120,52
164,101,95
165,122,58
166,119,61
167,85,59
168,89,56
169,97,53
170,95,65
171,100,67
172,100,93
173,99,90
174,91,80
175,89,61
176,103,40
177,136,60
178,69,64
179,83,69
180,153,66
181,133,42
182,68,83
183,91,71
184,135,41
185,100,51
186,131,37
187,125,46
188,54,60
189,74,56
190,83,58
191,82,69
192,70,56
193,77,39
194,74,77
195,82,59
196,162,52
197,77,49
198,115,43
199,93,37
200,65,30
201,121,51
202,64,43
203,88,40
204,61,38
205,47,66
206,56,31
207,97,36
208,60,45
209,71,44
210,109,58
211,94,42
212,78,35
213,123,58
214,100,55
215,65,73
216,75,56
217,71,51
218,99,55
219,56,49
220,64,61
221,88,57
222,58,87
223,87,62
224,65,32
225,56,77
226,49,48
227,171,57
228,71,49
229,78,50
230,52,45
231,97,34
232,42,44
233,42,59
234,61,53
235,49,54
236,59,41
237,59,34
238,78,39
239,59,59
240,38,36
241,35,73
242,63,52
243,50,29
244,81,34
245,38,48
246,30,57
247,58,115
248,36,48
249,59,41
250,48,48
251,37,34
252,49,31
253,31,47
254,53,30
255,41,22
256,48,30
257,64,69
258,35,36
259,49,31
260,50,37
261,59,22
262,53,47
263,44,46
264,42,33
265,46,48
266,33,56
267,44,28
268,35,35
269,30,47
270,28,92
271,43,36
272,46,35
273,53,38
274,28,38
275,42,36
276,36,25
277,33,38
278,33,56
279,22,76
280,29,33
281,49,35
282,60,21
283,40,38
284,29,48
285,46,32
286,41,41
287,34,53
288,25,81
289,44,55
290,29,33
291,60,42
292,34,67
293,8,19
294,17,51
295,8,33
296,6,15
297,9,25
298,21,25
299,9,20
300,12,12
301,11,31
302,15,27
303,8,25
304,23,19
305,8,24
306,25,32
307,25,30
308,14,16
309,24,20
310,17,19
311,8,38
312,10,37
313,9,27
314,15,17
315,44,71
316,14,45
317,8,40
318,41,69
319,47,47
320,20,28
321,11,34
322,13,25
323,29,89
324,9,39
325,13,39
326,25,49
327,8,61
328,30,26
329,22,55
330,30,34
331,14,83
332,17,50
333,28,56
334,28,58
335,26,53
336,31,118
337,26,1095
338,30,156
339,15,73
340,20,112
341,764,95
342,51,108
343,44,86
344,76,141
345,37,177
346,22,98
347,73,173
348,49,175
349,96,120
350,66,111
351,66,101
352,89,233
353,63,192
354,40,175
355,79,153
356,60,268
357,110,147
358,121,238
359,137,225
360,187,193
361,183,472
362,198,406
363,284,460
364,213,631
365,411,743
366,315,1188
367,546,2019
368,531,2933
369,649,3285
370,915,3975
371,557,3166
372,933,2652
373,837,1821
374,816,950
375,790,856
376,885,546
377,987,467
378,1264,256
379,1052,255
380,1902,517
381,1247,311
382,2069,188
383,1632,382
384,1577,170
385,1230,246
386,1280,382
387,977,283
388,686,131
389,819,368
390,489,293
391,670,334
392,534,189
393,430,328
394,297,273
395,262,204
396,364,181
397,300,227
398,372,290
399,299,195
400,178,240
401,316,227
