Base index,HP0.6.4_2#TOP,HP0.6.4_2#BOT
-49.5,0.0007447125409591898,0.0009555661729574773
-48.5,0.0002978850163836759,0.0009754738015607581
-47.5,0.00014894250819183795,0.0003384296862557732
-46.5,0.00044682752457551384,0.0004379678292721771
-45.5,0.0008936550491510277,0.0003384296862557732
-44.5,0.0005957700327673518,0.0009555661729574773
-43.5,0.0002978850163836759,0.00037824494346233475
-42.5,0.0005957700327673518,0.0006370441153049849
-41.5,0.0007447125409591898,0.0006171364867017041
-40.5,0.0008936550491510277,0.001512979773849339
-39.5,0.0010425975573428656,0.0004379678292721771
-38.5,0.0005957700327673518,0.0008162127727345119
-37.5,0.0007447125409591898,0.0004379678292721771
-36.5,0.00014894250819183795,0.0013139034878165313
-35.5,0,0.0009157509157509158
-34.5,0.01817098599940423,0.0006967670011148272
-33.5,0.0017873100983020554,0.0005972288580984234
-32.5,0.00044682752457551384,0.0009555661729574773
-31.5,0.0013404825737265416,0.0010949195731804427
-30.5,0.0010425975573428656,0.02864707756012104
-29.5,0.00014894250819183795,0.003503742634177417
-28.5,0.002085195114685731,0.0012143653448001275
-27.5,0.0008936550491510277,0.0023690078037904125
-26.5,0.0034256776884122727,0.0014930721452460583
-25.5,0.0016383675901102174,0.00205048574613792
-24.5,0.0013404825737265416,0.001254180602006689
-23.5,0.0016383675901102174,0.002508361204013378
-22.5,0.0034256776884122727,0.003404204491161013
-21.5,0.0008936550491510277,0.0017319636884854275
-20.5,0.002829907655644921,0.0038023570632266285
-19.5,0.0013404825737265416,0.004160694378085682
-18.5,0.002978850163836759,0.002846790890269151
-17.5,0.002680965147453083,0.0013139034878165313
-16.5,0.004319332737563301,0.0016523331740723045
-15.5,0.006404527852249032,0.005673674151935022
-14.5,0.006404527852249032,0.004140786749482402
-13.5,0.006106642835865356,0.003503742634177417
-12.5,0.009979148048853142,0.003643096034400382
-11.5,0.006404527852249032,0.007365822583213888
-10.5,0.012809055704498064,0.0037028189202102245
-9.5,0.009532320524277629,0.006589425067685937
-8.5,0.01459636580280012,0.005594043637521898
-7.5,0.01236222817992255,0.006609332696289218
-6.5,0.01519213583556747,0.019728459945851252
-5.5,0.01966041108132261,0.016284440197483676
-4.5,0.011915400655347037,0.0220576524924351
-3.5,0.024575513851653262,0.02976190476190476
-2.5,0.021894548704200177,0.042403248924988056
-1.5,0.021447721179624665,0.08671763019589107
-0.5,0.01817098599940423,0.10640627488453576
0.5,0.021745606196008342,0.10734193342888995
1.5,0.021596663687816504,0.09370520783564262
2.5,0.030980041703902294,0.05325290651377608
3.5,0.022937146261543043,0.04013377926421405
4.5,0.04781054512957998,0.0220576524924351
5.5,0.02323503127792672,0.01459229176620481
6.5,0.05093833780160858,0.009416308329351808
7.5,0.03991659219541257,0.008620003185220576
8.5,0.05183199285075961,0.013736263736263736
9.5,0.038576109621686026,0.008799171842650104
10.5,0.039767649687220734,0.004698200350374263
11.5,0.03276735180220435,0.009675107501194458
12.5,0.026362823949955316,0.004160694378085682
13.5,0.032171581769437,0.006310718267240006
14.5,0.01653261840929401,0.008739448956840262
15.5,0.024128686327077747,0.006489886924669533
16.5,0.017873100983020553,0.002966236661888836
17.5,0.01593684837652666,0.008401019270584488
18.5,0.011170688114387846,0.006032011466794075
19.5,0.008936550491510277,0.007704252269469661
20.5,0.01161751563896336,0.003643096034400382
21.5,0.010277033065236819,0.005653766523331741
22.5,0.009234435507893953,0.004379678292721771
23.5,0.008191837950551088,0.0036231884057971015
24.5,0.004021447721179625,0.0028866061474757125
25.5,0.009234435507893953,0.00435977066411849
26.5,0.007893952934167411,0.00563385889472846
27.5,0.006255585344057194,0.0027273451186494665
28.5,0.004021447721179625,0.0037028189202102245
29.5,0.0032767351802204347,0.0038023570632266285
30.5,0.003127792672028597,0.004538939321548017
31.5,0.005659815311289842,0.017319636884854276
32.5,0.003127792672028597,0.002787068004459309
33.5,0.002383080131069407,0.0018514094601051123
34.5,0.004766160262138814,0.004319955406911929
35.5,0.021596663687816504,0.003762541806020067
36.5,0.0034256776884122727,0.0020106704889313585
37.5,0.002680965147453083,0.004280140149705367
38.5,0.0032767351802204347,0.00358337314859054
39.5,0.0017873100983020554,0.0018315018315018315
40.5,0.0017873100983020554,0.004538939321548017
41.5,0.002829907655644921,0.0019509476031215162
42.5,0.0013404825737265416,0.0033444816053511705
43.5,0.002234137622877569,0.004140786749482402
44.5,0.002680965147453083,0.0021699315177576045
45.5,0.0019362526064938934,0.003284758719541328
46.5,0.0013404825737265416,0.0021699315177576045
47.5,0.002383080131069407,0.003284758719541328
48.5,0.0013404825737265416,0.0035435578913839785
49.5,0.002978850163836759,0.0014930721452460583
