Distance from 5'-end,HP0.0.4_3
0,32.60891231746447
1,32.72011656080152
2,32.93449021020234
3,33.00154541287407
4,33.04860847357737
5,35.45202671730731
6,34.07525374893589
7,34.17970663348831
8,33.95896797852138
9,34.10654181127627
10,34.03217209089123
11,35.568836356492696
12,37.365876497937265
13,37.25158142885207
14,37.377506384650644
15,37.30245563486346
16,37.27466439656866
17,37.24103202147862
18,37.36810948857311
19,37.2529893261738
20,37.24298998100976
21,37.206843035819524
22,37.52643572785017
23,37.4308362255255
24,37.848981730076616
25,37.92533560343134
26,37.83930980289438
27,37.811204243337045
28,37.895488180210855
29,37.91867592168162
30,37.90388317726409
31,37.79341889856591
32,37.87651758234562
33,37.858607818741405
34,37.79227948398926
35,37.74618558051208
36,37.366570624058674
37,37.42036539846768
38,37.42449086503831
39,37.23736494008251
40,37.27535852269007
41,37.32030646323096
42,37.59979700085129
43,37.72196974657848
44,37.585475738327546
45,37.663591120424336
46,37.82524392639644
47,37.77682535524851
48,37.72728046624321
49,37.60343134044922
50,37.673741077859994
51,37.63153690000655
52,37.699875581166914
53,37.61580119180145
54,37.55596882980813
55,37.72120358850108
56,37.330417130508806
57,37.506456682601005
58,37.638975836552945
59,37.371802763407764
60,37.22411760853906
61,37.26365005566106
62,37.3032283413005
63,37.39578940475411
64,37.43466046755288
65,37.282443847816126
66,37.70848012572851
67,37.69227948398926
68,37.674147076157425
69,37.59683059393622
70,37.42337109554057
71,37.342996529369394
72,37.61825682666492
73,37.68583589810753
74,37.66521511361404
75,37.29022984742322
