Base index shifted,HP4.0.4_3#TOP,HP4.0.4_3#BOT
-368.5,47424,17463
-367.5,891,265
-366.5,138,59
-365.5,195,78
-364.5,25,23
-363.5,74,3
-362.5,135,26
-361.5,166,22
-360.5,21,8
-359.5,86,9
-358.5,127,52
-357.5,40,19
-356.5,41,19
-355.5,22,6
-354.5,71,4
-353.5,18,17
-352.5,20,1
-351.5,21,6
-350.5,88,44
-349.5,29,25
-348.5,116,7
-347.5,75,11
-346.5,37,5
-345.5,22,12
-344.5,12,3
-343.5,15,9
-342.5,50,15
-341.5,14,7
-340.5,10,8
-339.5,21,11
-338.5,24,14
-337.5,16,21
-336.5,31,6
-335.5,7,4
-334.5,16,51
-333.5,27,24
-332.5,44,3
-331.5,10,3
-330.5,68,33
-329.5,53,9
-328.5,33,3
-327.5,51,7
-326.5,45,10
-325.5,21,10
-324.5,39,7
-323.5,35,2
-322.5,25,12
-321.5,23,6
-320.5,53,15
-319.5,47,13
-318.5,20,3
-317.5,11,11
-316.5,45,9
-315.5,22,16
-314.5,14,6
-313.5,38,5
-312.5,29,15
-311.5,38,3
-310.5,20,16
-309.5,32,11
-308.5,45,11
-307.5,33,5
-306.5,48,5
-305.5,30,30
-304.5,40,14
-303.5,32,4
-302.5,33,5
-301.5,27,11
-300.5,47,5
-299.5,14,4
-298.5,33,6
-297.5,33,25
-296.5,68,3
-295.5,46,5
-294.5,47,6
-293.5,31,7
-292.5,26,7
-291.5,206,7
-290.5,70,5
-289.5,47,17
-288.5,46,30
-287.5,67,10
-286.5,35,1
-285.5,35,8
-284.5,91,16
-283.5,36,23
-282.5,35,10
-281.5,44,17
-280.5,46,16
-279.5,34,9
-278.5,40,21
-277.5,29,10
-276.5,230,29
-275.5,56,22
-274.5,35,35
-273.5,70,5
-272.5,75,6
-271.5,49,62
-270.5,56,13
-269.5,143,4
-268.5,47,22
-267.5,54,8
-266.5,84,20
-265.5,170,7
-264.5,82,20
-263.5,37,23
-262.5,32,23
-261.5,68,15
-260.5,96,23
-259.5,40,12
-258.5,44,14
-257.5,39,21
-256.5,75,18
-255.5,68,29
-254.5,99,20
-253.5,58,24
-252.5,87,15
-251.5,64,11
-250.5,89,44
-249.5,57,18
-248.5,90,21
-247.5,85,13
-246.5,38,7
-245.5,33,15
-244.5,73,27
-243.5,50,14
-242.5,44,18
-241.5,72,24
-240.5,39,14
-239.5,54,20
-238.5,67,57
-237.5,21,28
-236.5,36,16
-235.5,79,16
-234.5,59,20
-233.5,76,15
-232.5,105,62
-231.5,197,28
-230.5,86,27
-229.5,80,25
-228.5,70,23
-227.5,105,20
-226.5,74,22
-225.5,85,14
-224.5,56,51
-223.5,60,18
-222.5,55,29
-221.5,66,29
-220.5,85,30
