Distance from 5'-end,HP0.6.8_3
0,32.28092096292817
1,32.542855303225416
2,32.59917508749072
3,32.60541684972806
4,32.45081582256427
5,34.2640477525111
6,33.965469571409095
7,34.197566167224686
8,34.12484281970094
9,34.253420091808444
10,33.604166982289755
11,35.05737270289515
12,36.96390534337267
13,36.90747572227188
14,36.94885012195676
15,36.863620525095826
16,36.85997697213932
17,36.76578999197055
18,36.84456194040026
19,36.7394367264078
20,36.79371506052389
21,36.743220416016484
22,37.20351629372642
23,37.13118305634251
24,37.30588043692336
25,37.42031526959262
26,37.351701334706924
27,37.360048934203945
28,37.40851727847046
29,37.39349993182541
30,37.49120926568394
31,37.33945642128865
32,37.49192509885315
33,37.406278879512776
34,37.29612389595043
35,37.193608253670064
36,36.98969427484964
37,37.04431726938052
38,36.940957019710034
39,36.913016801248354
40,36.997038192918936
41,36.998878906782615
42,37.04170769766843
43,37.15988834517551
44,37.10985198539549
45,37.144071840865365
46,37.40871801475601
47,37.33358204432863
48,37.25955580468738
49,37.22297635099308
50,37.13542124320148
51,37.14775326859272
52,37.12311951762692
53,37.13691350917327
54,37.079082521550745
55,37.20335721968882
56,37.010949596254946
57,37.02431181541352
58,37.112900904449525
59,37.13603102701229
60,36.96160255730453
61,37.032030693714304
62,37.0106693229506
63,37.108829366582334
64,37.17848485766661
65,37.03563637189995
66,37.31549684124411
67,37.36936612783493
68,37.22781674670868
69,37.25502219461572
70,37.17108033996394
71,37.146806399321285
72,37.31047843410548
73,37.36399169785023
74,37.37200978684079
75,36.92879921826473
