Base index shifted,HP0.6.0_1#TOP,HP0.6.0_1#BOT
-372.5,36630,0
-371.5,838,0
-370.5,139,0
-369.5,140,0
-368.5,27,0
-367.5,44,0
-366.5,123,47845
-365.5,97,906
-364.5,34,162
-363.5,70,336
-362.5,96,106
-361.5,48,19
-360.5,35,119
-359.5,24,54
-358.5,63,21
-357.5,21,21
-356.5,29,190
-355.5,32,53
-354.5,45,42
-353.5,21,22
-352.5,90,26
-351.5,72,40
-350.5,24,19
-349.5,23,43
-348.5,32,171
-347.5,15,66
-346.5,41,37
-345.5,12,48
-344.5,16,26
-343.5,23,29
-342.5,27,19
-341.5,17,34
-340.5,17,35
-339.5,6,28
-338.5,26,24
-337.5,25,24
-336.5,33,57
-335.5,27,49
-334.5,51,14
-333.5,49,19
-332.5,34,164
-331.5,31,53
-330.5,47,26
-329.5,21,15
-328.5,21,75
-327.5,33,22
-326.5,33,11
-325.5,16,18
-324.5,33,51
-323.5,42,44
-322.5,27,24
-321.5,13,15
-320.5,42,44
-319.5,13,15
-318.5,13,32
-317.5,44,32
-316.5,24,18
-315.5,37,37
-314.5,17,28
-313.5,34,28
-312.5,41,11
-311.5,16,24
-310.5,38,35
-309.5,27,22
-308.5,15,29
-307.5,20,63
-306.5,37,33
-305.5,29,16
-304.5,46,16
-303.5,23,88
-302.5,29,47
-301.5,37,19
-300.5,47,23
-299.5,34,33
-298.5,31,26
-297.5,29,33
-296.5,43,21
-295.5,171,37
-294.5,56,17
-293.5,40,23
-292.5,34,20
-291.5,70,27
-290.5,26,42
-289.5,28,24
-288.5,62,28
-287.5,54,44
-286.5,61,60
-285.5,39,29
-284.5,45,25
-283.5,43,27
-282.5,38,44
-281.5,37,78
-280.5,225,26
-279.5,71,48
-278.5,48,16
-277.5,61,26
-276.5,60,55
-275.5,55,36
-274.5,50,57
-273.5,153,30
-272.5,67,57
-271.5,64,31
-270.5,89,34
-269.5,157,165
-268.5,69,30
-267.5,53,16
-266.5,32,65
-265.5,81,27
-264.5,100,41
-263.5,46,36
-262.5,34,50
-261.5,41,64
-260.5,63,30
-259.5,70,47
-258.5,93,52
-257.5,56,36
-256.5,71,35
-255.5,66,47
-254.5,82,27
-253.5,52,46
-252.5,64,32
-251.5,72,27
-250.5,42,31
-249.5,36,27
-248.5,59,46
-247.5,46,27
-246.5,34,19
-245.5,58,26
-244.5,39,35
-243.5,46,25
-242.5,56,40
-241.5,34,21
-240.5,50,22
-239.5,45,35
-238.5,55,26
-237.5,63,29
