Distance from 5'-end,HP0.6.4_2
0,32.48442293049059
1,32.92451865549875
2,32.94762863047971
3,32.94469161318394
4,33.049635592298486
5,35.32151093223104
6,34.264652452953335
7,34.295860981181335
8,34.111840530838684
9,34.155161535951265
10,34.032693353638635
11,35.40949091700207
12,37.30980637441532
13,37.24324486021973
14,37.35183835527032
15,37.25837593821386
16,37.228200804960295
17,37.21011639290765
18,37.316838899162406
19,37.204139018818665
20,37.21268356358099
21,37.172615033177415
22,37.50857173936691
23,37.41426628956815
24,37.784303274230396
25,37.878831719786795
26,37.80864244533885
27,37.83602741216143
28,37.92055912107038
29,37.94031328184488
30,37.94570325247471
31,37.8091101925378
32,37.87350701620799
33,37.8629881431524
34,37.79731317306646
35,37.745904492548675
36,37.33424888502121
37,37.402376808441204
38,37.38556510388339
39,37.16030131621886
40,37.227238115957796
41,37.272489937996305
42,37.52334928750136
43,37.604041118242144
44,37.54372348526052
45,37.642162514957036
46,37.81644185793539
47,37.77171761122593
48,37.70501468508648
49,37.589383226367886
50,37.61751332535625
51,37.53717502447515
52,37.602839116719245
53,37.5042097247906
54,37.48749048188839
55,37.639562710758184
56,37.280653758294356
57,37.492184270640706
58,37.60740237136952
59,37.383781137822254
60,37.263548352006964
61,37.31279234199935
62,37.33598390079408
63,37.42567170673338
64,37.43924725334494
65,37.28324268465136
66,37.70378548895899
67,37.66171543565756
68,37.6029152616121
69,37.58672903295986
70,37.43992167953878
71,37.39403350375286
72,37.673904057435
73,37.73309583378658
74,37.72018927444795
75,37.32595996954204
