Distance from 5'-end,HP0.6.4_3
0,32.648138065143414
1,32.92316966456004
2,33.14443850267379
3,33.0931939718036
4,33.17897423432183
5,35.49150218765192
6,34.35694701020904
7,34.38045211473019
8,34.15839086047642
9,34.19604278074866
10,34.107248420029165
11,35.517583859990275
12,37.39169664560039
13,37.33396694214876
14,37.41382109868741
15,37.31298492950899
16,37.25786582401555
17,37.26337384540593
18,37.378920758386
19,37.280233349538165
20,37.28799222168206
21,37.23686922702966
22,37.56432668935343
23,37.48957219251337
24,37.87254739912494
25,37.948439474963536
26,37.884321827904714
27,37.87687408847837
28,37.99806028196402
29,38.014457948468646
30,38.04005347593583
31,37.91988818667963
32,37.975663587749146
33,37.946635877491495
34,37.89195430238211
35,37.76543023821099
36,37.42264462809917
37,37.42890617403987
38,37.45637335926106
39,37.21939718035975
40,37.33287311618862
41,37.33368497812348
42,37.66458920758386
43,37.74330092367526
44,37.67365580943121
45,37.779139523578024
46,37.949669421487606
47,37.91308701993194
48,37.828206125425375
49,37.75512882839086
50,37.74169664560039
51,37.66539134662129
52,37.73334467671366
53,37.66532328633933
54,37.61122022362664
55,37.7485901798736
56,37.364516285853185
57,37.60053475935829
58,37.723334953816234
59,37.478113757899855
60,37.38043753038406
61,37.40858531842489
62,37.46879922216821
63,37.53086533787069
64,37.53233835683034
65,37.40517258142926
66,37.79512396694215
67,37.76661643169665
68,37.72068546426835
69,37.70270296548372
70,37.52776859504132
71,37.496081672338356
72,37.773203694701024
73,37.84679630529898
74,37.81887214389888
75,37.43594555177443
