Base index shifted,HP0.10.4_2#TOP,HP0.10.4_2#BOT
-378.5,29730,0
-377.5,692,0
-376.5,104,0
-375.5,162,0
-374.5,26,0
-373.5,31,0
-372.5,112,0
-371.5,96,0
-370.5,12,0
-369.5,77,0
-368.5,86,0
-367.5,30,0
-366.5,42,62268
-365.5,25,1013
-364.5,48,215
-363.5,15,551
-362.5,22,184
-361.5,28,19
-360.5,41,179
-359.5,19,82
-358.5,75,40
-357.5,51,17
-356.5,19,458
-355.5,22,128
-354.5,27,60
-353.5,8,23
-352.5,51,31
-351.5,10,74
-350.5,12,27
-349.5,9,28
-348.5,15,323
-347.5,13,129
-346.5,16,72
-345.5,4,57
-344.5,19,33
-343.5,21,54
-342.5,37,18
-341.5,15,60
-340.5,61,36
-339.5,51,43
-338.5,24,30
-337.5,46,65
-336.5,49,132
-335.5,15,61
-334.5,34,14
-333.5,22,18
-332.5,16,360
-331.5,16,90
-330.5,70,31
-329.5,34,20
-328.5,18,165
-327.5,7,36
-326.5,37,12
-325.5,17,18
-324.5,13,78
-323.5,44,68
-322.5,19,29
-321.5,28,15
-320.5,19,59
-319.5,29,24
-318.5,47,45
-317.5,11,39
-316.5,35,23
-315.5,20,53
-314.5,20,33
-313.5,10,35
-312.5,32,18
-311.5,28,33
-310.5,43,52
-309.5,15,34
-308.5,36,75
-307.5,24,72
-306.5,50,60
-305.5,29,10
-304.5,30,20
-303.5,22,156
-302.5,22,80
-301.5,184,21
-300.5,47,20
-299.5,23,45
-298.5,29,15
-297.5,44,20
-296.5,32,17
-295.5,20,61
-294.5,69,18
-293.5,22,27
-292.5,23,38
-291.5,32,21
-290.5,27,42
-289.5,29,26
-288.5,20,27
-287.5,20,59
-286.5,169,62
-285.5,49,24
-284.5,24,18
-283.5,40,30
-282.5,40,53
-281.5,21,76
-280.5,21,40
-279.5,99,38
-278.5,33,27
-277.5,38,30
-276.5,42,53
-275.5,106,36
-274.5,38,81
-273.5,20,35
-272.5,24,70
-271.5,47,28
-270.5,52,36
-269.5,15,215
-268.5,27,36
-267.5,16,17
