Base index shifted,HP4.0.4_2#TOP,HP4.0.4_2#BOT
-368.5,55291,40439
-367.5,977,578
-366.5,157,112
-365.5,223,185
-364.5,34,68
-363.5,80,13
-362.5,137,66
-361.5,176,39
-360.5,25,11
-359.5,91,12
-358.5,125,131
-357.5,44,62
-356.5,76,24
-355.5,33,7
-354.5,73,11
-353.5,20,28
-352.5,32,8
-351.5,37,21
-350.5,85,121
-349.5,24,37
-348.5,116,29
-347.5,89,23
-346.5,41,8
-345.5,24,19
-344.5,15,7
-343.5,11,27
-342.5,58,29
-341.5,12,26
-340.5,11,7
-339.5,24,20
-338.5,26,36
-337.5,20,32
-336.5,19,7
-335.5,6,15
-334.5,24,123
-333.5,27,34
-332.5,67,9
-331.5,19,4
-330.5,69,65
-329.5,53,26
-328.5,22,3
-327.5,56,6
-326.5,71,30
-325.5,19,28
-324.5,46,23
-323.5,27,6
-322.5,18,40
-321.5,13,7
-320.5,67,17
-319.5,56,25
-318.5,24,18
-317.5,14,23
-316.5,44,25
-315.5,13,19
-314.5,16,9
-313.5,52,23
-312.5,17,29
-311.5,50,11
-310.5,32,28
-309.5,28,33
-308.5,62,34
-307.5,18,4
-306.5,48,14
-305.5,31,62
-304.5,30,28
-303.5,20,4
-302.5,35,10
-301.5,35,12
-300.5,60,12
-299.5,31,10
-298.5,34,15
-297.5,40,31
-296.5,66,8
-295.5,30,10
-294.5,33,11
-293.5,20,18
-292.5,27,25
-291.5,188,16
-290.5,82,16
-289.5,31,22
-288.5,41,41
-287.5,69,16
-286.5,46,10
-285.5,35,16
-284.5,82,32
-283.5,40,63
-282.5,40,18
-281.5,56,30
-280.5,57,21
-279.5,54,9
-278.5,41,37
-277.5,34,22
-276.5,223,30
-275.5,58,26
-274.5,33,38
-273.5,68,15
-272.5,63,12
-271.5,46,109
-270.5,45,16
-269.5,132,10
-268.5,64,35
-267.5,57,20
-266.5,51,33
-265.5,157,15
-264.5,85,46
-263.5,35,39
-262.5,40,26
-261.5,72,21
-260.5,97,37
-259.5,48,18
-258.5,53,23
-257.5,54,23
-256.5,92,26
-255.5,56,34
-254.5,87,18
-253.5,57,32
-252.5,64,10
-251.5,61,18
-250.5,118,69
-249.5,55,25
