Base index,HP0.6.0_3#TOP,HP0.6.0_3#BOT
1,42467,18449
2,870,282
3,155,72
4,182,91
5,31,21
6,72,8
7,159,41
8,134,19
9,27,8
10,96,9
11,106,61
12,37,17
13,45,15
14,28,3
15,54,6
16,22,5
17,28,9
18,29,11
19,52,42
20,35,28
21,95,13
22,74,8
23,38,6
24,24,11
25,30,9
26,11,9
27,47,6
28,15,11
29,5,4
30,25,8
31,17,20
32,20,18
33,20,3
34,10,1
35,18,45
36,17,19
37,56,9
38,24,2
39,57,29
40,80,5
41,34,10
42,51,8
43,60,17
44,21,11
45,42,11
46,38,6
47,33,11
48,25,5
49,59,13
50,46,7
51,29,4
52,21,18
53,42,9
54,27,7
55,15,8
56,42,7
57,26,10
58,42,7
59,29,13
60,29,25
61,57,12
62,31,2
63,47,5
64,37,32
65,19,20
66,16,3
67,35,1
68,33,10
69,48,5
70,27,5
71,36,3
72,27,13
73,93,3
74,36,3
75,28,8
76,26,10
77,45,15
78,198,2
79,75,11
80,35,13
81,46,25
82,55,5
83,50,7
84,42,12
85,73,14
86,39,24
87,36,9
88,41,18
89,64,6
90,37,8
91,33,20
92,45,7
93,244,19
94,61,14
95,51,18
96,66,6
97,78,11
98,64,61
99,64,10
100,173,3
101,64,27
102,75,13
103,74,13
104,152,12
105,55,13
106,38,12
107,32,8
108,80,10
109,60,16
110,46,5
111,46,12
112,43,10
113,55,6
114,71,22
115,88,11
116,44,13
117,50,9
118,54,5
119,91,20
120,32,11
121,56,8
122,55,3
123,35,4
124,34,5
125,62,16
126,32,6
127,33,7
128,42,12
129,45,5
130,53,11
131,51,27
132,23,7
133,30,5
134,37,7
135,44,7
136,41,11
137,60,17
138,135,10
139,44,6
140,45,16
141,52,7
142,43,8
143,44,4
144,51,8
145,32,15
146,32,6
147,46,7
148,42,8
149,56,8
150,45,11
151,41,20
152,27,9
153,36,13
154,46,20
155,70,13
156,52,22
157,41,11
158,57,8
159,42,11
160,51,14
161,79,12
162,49,11
163,51,12
164,44,31
165,55,14
166,68,14
167,39,15
168,61,21
169,49,12
170,40,19
171,50,15
172,36,14
173,36,28
174,44,18
175,32,10
176,54,13
177,48,16
178,32,17
179,37,23
180,55,15
181,47,6
182,34,29
183,30,17
184,71,19
185,38,9
186,56,9
187,60,5
188,23,17
189,54,10
190,55,14
191,42,11
192,38,14
193,36,13
194,42,19
195,40,14
196,74,14
197,44,8
198,50,12
199,33,7
200,36,8
201,55,7
202,37,16
203,36,7
204,25,6
205,14,20
206,38,6
207,39,15
208,22,10
209,35,16
210,45,17
211,41,4
212,38,9
213,71,15
214,52,12
215,37,12
216,47,10
217,34,11
218,39,17
219,29,14
220,34,7
221,45,19
222,32,28
223,22,15
224,29,7
225,29,21
226,26,15
227,69,15
228,30,15
229,35,12
230,13,11
231,41,4
232,18,15
233,25,21
234,31,13
235,28,19
236,21,5
237,40,10
238,29,7
239,25,13
240,12,9
241,14,15
242,26,11
243,25,6
244,21,15
245,10,12
246,15,12
247,19,42
248,20,12
249,24,5
250,20,18
251,21,6
252,20,16
253,20,13
254,25,11
255,15,8
256,22,16
257,23,22
258,15,16
259,9,7
260,17,14
261,17,10
262,14,17
263,25,10
264,15,12
265,16,18
266,6,22
267,27,11
268,9,24
269,9,19
270,13,27
271,21,17
272,10,9
273,12,25
274,14,12
275,14,21
276,15,8
277,9,19
278,12,14
279,8,22
280,18,13
281,12,14
282,21,19
283,8,14
284,6,20
285,13,22
286,14,12
287,10,25
288,9,31
289,12,12
290,7,17
291,12,12
292,7,21
293,3,3
294,7,18
295,2,11
296,0,6
297,7,16
298,0,10
299,1,7
