Base index,HP5.6.4_2#TOP,HP5.6.4_2#BOT
1,46871,45813
2,961,801
3,150,155
4,166,323
5,38,93
6,63,13
7,145,86
8,129,51
9,25,18
10,89,12
11,99,175
12,36,51
13,47,32
14,31,10
15,59,12
16,21,36
17,32,14
18,37,15
19,62,166
20,25,57
21,90,34
22,75,28
23,33,14
24,15,26
25,20,16
26,22,38
27,41,40
28,14,25
29,9,10
30,23,33
31,18,76
32,22,29
33,29,9
34,7,14
35,27,176
36,26,47
37,50,20
38,12,12
39,66,84
40,72,25
41,25,9
42,46,8
43,68,35
44,23,44
45,44,24
46,35,9
47,22,48
48,19,11
49,71,36
50,48,24
51,23,13
52,22,43
53,26,23
54,14,26
55,20,12
56,39,25
57,27,43
58,40,24
59,24,40
60,39,54
61,34,41
62,29,10
63,47,14
64,27,98
65,22,53
66,27,9
67,28,15
68,35,49
69,41,13
70,27,15
71,34,11
72,35,30
73,76,17
74,53,8
75,36,30
76,42,19
77,28,41
78,256,12
79,63,25
80,36,39
81,48,45
82,65,23
83,54,15
84,30,15
85,85,48
86,33,64
87,42,21
88,49,24
89,45,27
90,48,19
91,41,48
92,42,24
93,327,61
94,64,49
95,23,37
96,62,21
97,65,16
98,48,178
99,44,27
100,190,9
101,60,59
102,49,26
103,59,41
104,180,23
105,70,32
106,40,46
107,22,21
108,69,17
109,50,24
110,44,18
111,41,17
112,35,37
113,48,25
114,35,44
115,91,22
116,45,28
117,46,14
118,47,14
119,59,62
120,32,20
121,45,15
122,37,13
123,34,15
124,30,9
125,25,28
126,30,9
127,26,17
128,27,25
129,18,16
130,40,28
131,32,73
132,13,26
133,30,4
134,25,18
135,35,14
136,38,15
137,38,42
138,173,17
139,38,20
140,42,25
141,33,19
142,42,14
143,36,17
144,42,16
145,41,40
146,29,23
147,34,14
148,43,19
149,33,13
150,22,23
151,37,36
152,24,34
153,27,23
154,27,32
155,66,26
156,36,42
157,46,27
158,45,19
159,40,13
160,41,16
161,48,21
162,60,31
163,42,27
164,36,70
165,52,37
166,42,19
167,29,37
168,32,24
169,48,27
170,39,31
171,44,36
172,34,36
173,42,33
174,32,44
175,38,27
176,41,21
177,52,29
178,27,39
179,20,34
180,49,31
181,34,13
182,24,57
183,31,26
184,52,38
185,41,15
186,51,11
187,52,28
188,17,33
189,25,37
190,30,29
191,30,32
192,29,23
193,36,23
194,30,65
195,24,32
196,54,36
197,33,19
198,31,26
199,29,18
200,18,26
201,64,27
202,26,17
203,41,15
204,23,19
205,19,32
206,19,21
207,23,25
208,34,20
209,28,23
210,53,34
211,24,18
212,23,18
213,44,14
214,40,34
215,28,38
216,38,25
217,27,12
218,21,23
219,30,20
220,31,36
221,32,25
222,29,36
223,17,22
224,29,12
225,21,54
226,15,28
227,83,27
228,23,23
229,27,27
230,15,16
231,31,20
232,20,18
233,18,29
234,29,19
235,21,27
236,9,32
237,30,23
238,30,18
239,27,17
240,16,24
241,16,40
242,33,18
243,22,16
244,37,26
245,19,24
246,13,18
247,33,64
248,27,25
249,22,12
250,17,27
251,23,17
252,23,21
253,16,21
254,17,12
255,21,16
256,14,19
257,24,48
258,18,12
259,17,18
260,14,19
261,29,15
262,42,17
263,15,14
264,16,18
265,15,25
266,11,20
267,35,17
268,16,19
269,17,26
270,15,48
271,9,19
272,20,20
273,27,30
274,16,22
275,31,19
276,15,13
277,15,14
278,12,36
279,12,48
280,16,14
281,23,19
282,24,17
283,22,14
284,13,21
285,22,10
286,23,13
287,17,32
288,12,54
289,17,25
290,13,20
291,25,17
292,12,32
293,7,12
294,19,36
295,8,15
296,7,9
297,7,20
298,15,14
299,7,10
300,9,8
301,12,13
302,4,23
303,6,17
304,17,9
305,8,10
306,15,12
307,17,20
308,10,11
309,10,19
310,13,13
311,5,30
312,13,13
313,9,18
314,6,15
315,45,35
316,13,18
317,12,15
318,26,33
319,31,32
320,11,15
321,4,12
322,10,16
323,14,46
324,3,32
325,9,27
326,13,29
327,8,45
328,13,22
329,8,35
330,22,25
331,14,40
332,13,35
333,11,34
334,16,28
335,19,36
336,8,89
337,16,792
338,15,152
339,19,59
340,12,93
341,449,69
342,33,81
343,26,76
344,60,132
345,25,105
346,17,80
347,63,139
348,30,142
349,51,100
350,48,78
351,55,69
352,50,139
353,56,139
354,39,147
355,55,118
356,46,191
357,85,105
358,79,139
359,102,136
360,117,146
361,122,317
362,160,243
363,176,302
