Base index,HP4.0.4_2#TOP,HP4.0.4_2#BOT
1,55291,40439
2,977,578
3,157,112
4,223,185
5,34,68
6,80,13
7,137,66
8,176,39
9,25,11
10,91,12
11,125,131
12,44,62
13,76,24
14,33,7
15,73,11
16,20,28
17,32,8
18,37,21
19,85,121
20,24,37
21,116,29
22,89,23
23,41,8
24,24,19
25,15,7
26,11,27
27,58,29
28,12,26
29,11,7
30,24,20
31,26,36
32,20,32
33,19,7
34,6,15
35,24,123
36,27,34
37,67,9
38,19,4
39,69,65
40,53,26
41,22,3
42,56,6
43,71,30
44,19,28
45,46,23
46,27,6
47,18,40
48,13,7
49,67,17
50,56,25
51,24,18
52,14,23
53,44,25
54,13,19
55,16,9
56,52,23
57,17,29
58,50,11
59,32,28
60,28,33
61,62,34
62,18,4
63,48,14
64,31,62
65,30,28
66,20,4
67,35,10
68,35,12
69,60,12
70,31,10
71,34,15
72,40,31
73,66,8
74,30,10
75,33,11
76,20,18
77,27,25
78,188,16
79,82,16
80,31,22
81,41,41
82,69,16
83,46,10
84,35,16
85,82,32
86,40,63
87,40,18
88,56,30
89,57,21
90,54,9
91,41,37
92,34,22
93,223,30
94,58,26
95,33,38
96,68,15
97,63,12
98,46,109
99,45,16
100,132,10
101,64,35
102,57,20
103,51,33
104,157,15
105,85,46
106,35,39
107,40,26
108,72,21
109,97,37
110,48,18
111,53,23
112,54,23
113,92,26
114,56,34
115,87,18
116,57,32
117,64,10
118,61,18
119,118,69
120,55,25
121,73,28
122,61,17
123,48,24
124,29,19
125,63,31
126,46,13
127,50,16
128,79,37
129,40,19
130,74,28
131,70,61
132,35,23
133,49,15
134,84,26
135,66,29
136,64,28
137,74,60
138,213,27
139,84,32
140,73,44
141,90,24
142,83,24
143,78,25
144,85,36
145,71,57
146,78,40
147,76,31
148,81,42
149,79,32
150,61,35
151,58,33
152,63,45
153,57,36
154,73,60
155,85,29
156,69,51
157,76,26
158,91,36
159,69,42
160,97,33
161,102,57
162,105,31
163,101,32
164,74,89
165,83,37
166,91,40
167,73,47
168,56,29
169,84,38
170,79,50
171,97,35
172,74,54
173,73,48
174,92,59
175,68,44
176,106,45
177,95,39
178,69,62
179,63,43
180,103,49
181,102,30
182,60,53
183,63,30
184,87,59
185,100,33
186,85,25
187,123,44
188,54,41
189,63,74
190,66,59
191,45,78
192,69,52
193,74,33
194,66,77
195,47,50
196,125,67
197,51,28
198,95,34
199,90,56
200,51,37
201,107,45
202,73,48
203,92,40
204,65,40
205,34,60
206,50,37
207,106,35
208,49,56
209,65,55
210,112,66
211,71,43
212,80,28
213,114,55
214,86,83
215,74,74
216,62,64
217,67,54
218,76,46
219,56,61
220,84,83
221,110,62
222,77,104
223,56,61
224,95,55
225,70,112
226,53,66
227,135,68
228,84,69
229,74,58
230,47,40
231,102,44
232,39,50
233,43,63
234,86,54
235,56,91
236,61,97
237,97,66
238,89,43
239,75,87
240,54,75
241,38,78
242,78,70
243,93,53
244,81,65
245,45,96
246,40,72
247,97,138
248,76,81
249,92,68
250,82,83
251,76,74
252,90,74
253,62,88
254,75,40
255,74,55
256,48,50
257,63,116
258,82,70
259,73,58
260,72,78
261,68,55
262,72,84
263,77,73
264,71,88
265,72,97
266,55,88
267,85,82
268,61,62
269,41,102
270,65,99
271,94,72
272,65,67
273,101,104
274,60,112
275,78,66
276,70,64
277,60,79
278,48,99
279,49,132
280,70,60
281,79,76
282,95,66
283,71,97
284,89,63
285,88,111
286,85,102
287,45,109
288,54,128
289,83,112
290,62,73
291,72,62
292,77,124
293,69,58
294,49,76
295,30,66
296,29,55
297,35,59
298,24,73
299,26,60
300,29,55
301,34,62
302,44,62
303,29,74
304,53,35
305,65,55
306,46,55
307,52,44
308,49,67
309,46,43
310,51,51
311,21,70
312,40,55
313,49,51
314,62,70
315,62,57
316,51,73
317,54,102
318,60,84
319,42,82
320,42,51
321,45,54
322,35,90
323,57,101
324,40,77
325,64,88
326,39,122
327,35,100
328,54,70
329,61,61
330,76,70
331,84,111
332,55,73
333,65,95
334,69,79
335,91,81
336,55,177
337,84,1411
338,84,226
339,83,159
340,69,149
341,1199,108
342,140,135
343,85,146
344,148,135
345,85,201
346,64,229
347,165,266
348,125,270
349,218,190
350,143,172
351,151,194
352,160,332
353,127,233
354,126,258
355,150,247
356,125,366
357,223,221
358,190,308
359,281,275
360,323,256
361,265,647
362,319,455
363,344,415
364,251,443
365,345,333
366,194,446
367,332,608
368,181,587
369,217,351
370,220,436
371,226,372
372,284,429
373,234,717
374,403,381
375,345,592
376,239,386
377,351,420
378,233,258
379,458,282
380,324,673
381,279,488
382,170,300
383,171,571
384,365,388
385,379,419
386,359,653
387,300,416
388,298,269
389,470,526
390,411,337
391,227,538
392,205,428
393,323,552
394,234,558
395,312,246
396,292,361
397,268,578
398,195,401
399,635,410
400,228,366
401,218,339
402,281,353
403,287,1323
404,232,295
405,340,304
406,189,343
407,225,317
408,222,244
409,174,232
410,189,343
411,134,320
412,154,366
413,206,273
414,196,291
415,227,345
416,160,217
417,166,313
418,149,309
419,167,260
420,98,264
421,120,243
422,160,275
423,128,370
424,162,286
425,190,248
426,161,410
427,176,432
428,125,433
429,99,300
430,144,194
431,171,296
432,223,199
433,136,208
434,144,311
435,190,317
436,154,404
437,160,273
438,171,365
439,134,374
440,147,329
441,143,308
442,118,318
443,151,340
444,172,257
445,168,228
446,171,257
447,127,261
448,291,291
449,173,405
450,107,448
451,144,451
452,233,451
453,195,261
454,165,265
455,380,324
456,171,524
457,185,279
458,214,360
459,312,409
460,172,413
461,158,341
462,152,415
463,167,294
464,259,285
465,136,358
466,143,265
467,200,335
468,127,444
469,116,508
470,209,424
471,136,338
472,166,373
473,139,342
474,123,240
475,185,400
476,153,426
477,221,334
478,168,224
479,121,295
480,166,772
481,163,314
482,108,284
483,121,338
484,141,342
485,133,250
486,179,452
487,116,220
488,68,229
489,70,284
490,65,230
491,73,307
492,104,248
493,84,346
494,70,340
495,57,174
496,192,181
497,65,359
498,43,311
499,58,272
500,75,222
501,51,234
502,63,235
503,36,194
504,24,250
505,68,155
506,30,259
507,72,215
508,33,133
509,29,168
510,36,143
511,38,115
512,36,190
513,23,155
514,103,166
515,52,215
516,35,156
517,81,120
518,66,128
519,28,148
520,34,223
521,36,144
522,75,148
523,40,153
524,53,114
525,43,116
526,34,132
527,83,181
528,46,125
529,53,124
530,43,129
531,43,168
532,38,124
533,56,161
534,22,129
535,22,85
536,53,90
537,41,79
538,42,110
539,23,69
540,44,90
541,28,99
542,25,112
543,41,69
544,58,89
545,16,122
546,37,111
547,65,136
548,38,101
549,49,89
550,49,70
551,104,128
552,35,54
553,31,85
554,122,91
555,38,103
556,27,84
557,45,98
558,43,72
559,37,76
560,53,100
561,26,75
562,32,79
563,32,78
564,108,63
565,32,109
566,28,123
567,30,61
568,49,82
569,27,118
570,18,107
571,94,58
572,37,97
573,26,52
574,63,91
575,24,86
576,13,68
577,21,56
578,53,56
579,33,48
580,26,111
581,33,76
582,24,76
583,22,90
584,34,105
585,19,71
586,21,66
587,12,93
588,18,81
589,17,53
590,20,81
591,33,99
592,21,62
593,25,44
594,21,57
595,17,61
596,17,37
597,24,92
598,26,69
599,32,51
600,21,72
601,9,64
602,38,53
603,38,71
604,21,105
605,28,71
606,33,56
607,16,120
608,22,39
609,20,34
610,15,72
611,11,53
612,35,52
613,11,54
614,21,47
615,15,78
616,11,49
617,19,38
618,10,63
619,19,44
620,11,35
621,7,30
622,11,54
623,18,40
624,16,24
625,3,24
626,4,46
627,7,55
628,6,27
629,8,38
630,6,37
631,13,47
632,6,26
633,7,34
634,11,31
635,7,20
636,8,20
637,16,15
638,4,69
639,10,33
640,5,18
641,4,20
642,3,23
643,5,27
644,8,19
645,9,16
646,2,31
647,2,17
648,4,14
649,7,28
650,6,14
651,4,37
652,10,12
653,3,12
654,8,17
655,2,12
656,2,6
657,0,8
658,2,16
659,5,10
660,0,3
661,3,8
662,4,4
663,3,4
