Distance from 5'-end,HP0.10.4_1
0,32.611214946526765
1,32.94179644089079
2,33.10222336080361
3,33.1647711691948
4,33.06715184666676
5,34.72169743241878
6,34.9520617143187
7,34.813244187221265
8,34.84643223115447
9,34.93560119502937
10,34.24590110698977
11,35.558903546119765
12,37.425855499588664
13,37.39274683562573
14,37.390116472065465
15,37.35606246482024
16,37.366692164475296
17,37.33724219550565
18,37.33621025589216
19,37.28936885707275
20,37.34642862297401
21,37.32912378945545
22,37.822896069969836
23,37.765879602234186
24,37.891509229725635
25,38.006372046704286
26,37.921143215899086
27,37.93283372061137
28,37.966000115461775
29,37.9850657410481
30,38.02240680069854
31,37.941042331173236
32,38.00714058914371
33,37.99839435969229
34,37.90764501277296
35,37.87796772843391
36,37.73158023871722
37,37.821467230505
38,37.7939656789874
39,37.73457502850462
40,37.77782628775961
41,37.760546711504325
42,37.774438206301326
43,37.88695931415706
44,37.87001529868518
45,37.86955345158543
46,37.98044727005066
47,37.984896156566165
48,37.958231702916855
49,37.91381139319064
50,37.84228643179817
51,37.86257523056273
52,37.83604788777115
53,37.80461702772526
54,37.78996420684977
55,37.87857029457185
56,37.785085946858715
57,37.766936799110944
58,37.824498102097074
59,37.87030034494205
60,37.728816372479685
61,37.78505347323452
62,37.76882026931459
63,37.86359995381529
64,37.84506833893804
65,37.78725085513877
66,37.96167390708214
67,37.984409052203155
68,37.894774633048044
69,37.909413021201665
70,37.863726240131626
71,37.87327709382713
72,37.96186514064687
73,37.96659546523879
74,37.948568995626886
75,37.59267611528858
