Base index shifted,HP0.0.4_3#TOP,HP0.0.4_3#BOT
-368.5,44731,0
-367.5,837,0
-366.5,136,3784
-365.5,214,61
-364.5,22,7
-363.5,50,31
-362.5,121,12
-361.5,150,3
-360.5,16,21
-359.5,80,11
-358.5,115,1
-357.5,35,1
-356.5,53,36
-355.5,22,6
-354.5,68,1
-353.5,18,1
-352.5,20,2
-351.5,26,6
-350.5,71,0
-349.5,28,2
-348.5,93,19
-347.5,80,25
-346.5,28,12
-345.5,13,9
-344.5,10,6
-343.5,14,7
-342.5,46,4
-341.5,12,11
-340.5,7,10
-339.5,9,8
-338.5,11,4
-337.5,20,5
-336.5,23,8
-335.5,4,5
-334.5,13,3
-333.5,17,2
-332.5,39,20
-331.5,6,15
-330.5,48,1
-329.5,61,2
-328.5,22,12
-327.5,45,4
-326.5,34,0
-325.5,6,1
-324.5,33,7
-323.5,32,7
-322.5,17,3
-321.5,11,2
-320.5,38,8
-319.5,39,0
-318.5,25,6
-317.5,7,7
-316.5,32,2
-315.5,7,8
-314.5,10,7
-313.5,24,4
-312.5,8,1
-311.5,25,3
-310.5,7,2
-309.5,8,0
-308.5,20,4
-307.5,10,9
-306.5,16,3
-305.5,18,2
-304.5,6,0
-303.5,7,9
-302.5,14,8
-301.5,13,0
-300.5,19,0
-299.5,13,5
-298.5,7,2
-297.5,12,4
-296.5,24,2
-295.5,10,5
-294.5,12,3
-293.5,7,0
-292.5,3,0
-291.5,73,3
-290.5,20,2
-289.5,9,2
-288.5,8,1
-287.5,17,2
-286.5,10,5
-285.5,9,4
-284.5,26,0
-283.5,7,5
-282.5,4,1
-281.5,7,9
-280.5,13,2
-279.5,4,3
-278.5,8,2
-277.5,7,1
-276.5,83,9
-275.5,15,2
-274.5,2,2
-273.5,12,2
-272.5,13,5
-271.5,11,2
-270.5,4,6
-269.5,18,17
-268.5,7,2
-267.5,4,3
-266.5,6,6
-265.5,17,3
-264.5,9,3
-263.5,3,1
-262.5,3,5
-261.5,6,5
-260.5,7,6
-259.5,3,5
-258.5,5,11
-257.5,2,0
-256.5,10,1
-255.5,3,2
-254.5,9,3
-253.5,5,7
-252.5,4,4
-251.5,4,6
-250.5,10,0
-249.5,1,1
-248.5,8,5
-247.5,3,4
-246.5,4,0
-245.5,6,0
-244.5,3,3
-243.5,2,1
-242.5,0,6
-241.5,1,2
-240.5,1,1
-239.5,2,5
-238.5,4,1
-237.5,2,1
-236.5,1,6
-235.5,1,1
-234.5,2,1
-233.5,2,2
-232.5,1,2
-231.5,15,0
-230.5,3,6
-229.5,0,2
-228.5,7,2
-227.5,3,3
-226.5,5,2
-225.5,8,6
-224.5,3,0
-223.5,1,4
-222.5,7,11
-221.5,7,0
-220.5,8,1
-219.5,6,3
-218.5,2,0
-217.5,2,2
-216.5,1,3
-215.5,6,0
-214.5,9,3
-213.5,3,7
-212.5,6,4
-211.5,7,1
-210.5,8,3
-209.5,5,1
-208.5,11,2
-207.5,6,1
-206.5,11,3
-205.5,6,1
-204.5,2,3
-203.5,3,13
-202.5,4,0
-201.5,5,2
-200.5,7,6
-199.5,1,3
-198.5,2,1
-197.5,3,2
-196.5,1,1
-195.5,3,11
-194.5,3,1
-193.5,5,4
-192.5,7,4
-191.5,3,0
-190.5,2,2
-189.5,7,5
-188.5,8,4
-187.5,4,8
-186.5,2,1
-185.5,5,4
-184.5,10,6
-183.5,6,9
-182.5,8,2
-181.5,3,5
-180.5,1,5
-179.5,0,1
-178.5,6,10
-177.5,9,3
-176.5,4,6
-175.5,3,2
-174.5,2,3
-173.5,11,7
-172.5,6,1
-171.5,12,8
-170.5,3,1
-169.5,5,4
-168.5,8,5
-167.5,5,1
-166.5,5,3
-165.5,3,0
-164.5,5,2
-163.5,4,4
-162.5,3,1
-161.5,1,4
-160.5,1,3
-159.5,5,3
-158.5,4,2
-157.5,6,1
-156.5,2,2
-155.5,6,2
-154.5,4,4
-153.5,2,7
-152.5,3,3
-151.5,3,2
-150.5,3,8
-149.5,2,3
-148.5,6,1
-147.5,1,5
-146.5,2,5
-145.5,5,9
-144.5,0,6
-143.5,0,3
-142.5,6,10
-141.5,1,4
-140.5,1,4
-139.5,5,4
-138.5,7,4
-137.5,5,1
-136.5,2,6
-135.5,4,3
-134.5,2,6
-133.5,1,5
-132.5,2,5
-131.5,2,3
-130.5,2,3
-129.5,1,2
-128.5,2,5
-127.5,7,2
-126.5,0,5
-125.5,5,2
-124.5,2,6
-123.5,1,3
-122.5,2,9
-121.5,1,6
-120.5,2,26
-119.5,2,6
-118.5,2,6
-117.5,3,10
-116.5,0,6
-115.5,4,6
-114.5,1,9
-113.5,2,5
-112.5,3,4
-111.5,3,7
-110.5,3,18
-109.5,1,5
-108.5,3,2
-107.5,2,12
-106.5,3,4
