Distance from 5'-end,HP5.6.4_2
0,32.93119662778444
1,33.13314800683165
2,33.32609106435554
3,33.24747265525637
4,33.17947963225408
5,35.01465169519241
6,34.80097750645009
7,34.80784185471856
8,34.8351902322032
9,34.89411315818162
10,34.31528035175697
11,35.65206947926887
12,37.434209091900144
13,37.40570514916966
14,37.44462371452451
15,37.3967331661761
16,37.39590828155093
17,37.34607362186126
18,37.390352120353214
19,37.307769177659075
20,37.35745121552382
21,37.32929975653185
22,37.814204731276575
23,37.73896580544351
24,37.94081180275446
25,38.0286710999673
26,37.952193030269996
27,37.95893019368437
28,37.996533304262506
29,38.02218467240815
30,38.06437370543988
31,37.985947890548346
32,38.074802863476144
33,38.038587884734184
34,37.96014026672481
35,37.94366074348632
36,37.70580326319997
37,37.77088556996984
38,37.736472982303134
39,37.626846905774194
40,37.671187179766704
41,37.669046840364835
42,37.76418837893819
43,37.855390820887386
44,37.8069733638577
45,37.81323085867946
46,37.9566481340165
47,37.96840364838839
48,37.943926014753444
49,37.937312402340204
50,37.887168865147714
51,37.86995893746139
52,37.879207093281
53,37.83539009411679
54,37.78704168029361
55,37.860013081870704
56,37.68302263890403
57,37.73777753552091
58,37.80609397143792
59,37.757930884116426
60,37.633940186780045
61,37.71239143864239
62,37.74169119517424
63,37.829652240270356
64,37.828474871906685
65,37.75113921290745
66,37.988313528834624
67,37.98126022021149
68,37.90013808641302
69,37.878589338275376
70,37.80689341909226
71,37.82023329336095
72,37.967556960645375
73,38.016962825684075
74,38.00537083469603
75,37.66707729205277
