Base index,HPSA0.6.4_2#TOP,HPSA0.6.4_2#BOT
303,0,0.0008665680012463
304,0,0.0005160461131017292
305,0,0.001139196136469855
306,0,0.000593939866022745
307,0,0.0006718336189437608
308,0,0.0014994547437295529
309,0,0.0018402399127589967
310,0,0.0012365633276211249
311,0,0.00041867892195045957
312,0.000940529590507886,0.0010807758217790933
313,0.0016640138908985676,0.0005355195513319831
314,0.0002893937201562726,0.0004965726748714754
315,0.0007958327304297497,0.0011197226982396012
316,0.0007234843003906816,0.001139196136469855
317,0.0007958327304297497,0.0034662720049852
318,0,0.0008178844056706652
319,0.0014469686007813631,0.003758373578439009
320,0.0002893937201562726,0.00356363919613647
321,0.0007958327304297497,0.00301838292568936
322,0.0004340905802344089,0.002619177441969154
323,0.0025321950513673853,0.003524692319675962
324,0.0011575748806250904,0.0017331360024926
325,7.234843003906815e-05,0.00205444773329179
326,0.0003617421501953408,0.001772082878953108
327,0.0018087107509767038,0.003544165757906216
328,0.0007234843003906816,0.0010905125408942203
329,0.0016640138908985676,0.002103131328867425
330,0.0005064390102734771,0.005627823648543387
331,0.00021704529011720445,0.0018207664745287428
332,0.001881059181015772,0.0036317962299423586
333,0.0008681811604688178,0.0045470478267642936
334,0.002387498191289249,0.00227839227293971
335,0.0007958327304297497,0.0019278703847951395
336,0.0008681811604688178,0.0013339305187723945
337,0.0014469686007813631,0.005861504907306434
338,0.0017363623209376356,0.00465415173703069
339,0.0012299233106641586,0.004887832995793737
340,0.0014469686007813631,0.003953107960741549
341,0.0013022717407032266,0.010320922262034585
342,0.0031833309217189987,0.004965726748714753
343,0.0011575748806250904,0.00821779093316716
344,0.004774996382578498,0.007847795606792335
345,0.004557951092461294,0.006406761177753544
346,0.0029662856316017942,0.02898621280573298
347,0.00470264795253943,0.013329568468608818
348,0.012443929966719723,0.028528587007322012
349,0.00586022283316452,0.031761177753544166
350,0.01917233396035306,0.0330366879576258
351,0.011648097236289973,0.1225073999065275
352,0.017870062219649832,0.13324700109051255
353,0.023730285052814354,0.12191346004050475
354,0.01490377658804804,0.12405553824583268
355,0.047315873245550574,0.03831398971802461
356,0.010273477065547678,0.04383470945630161
357,0.03718709304008103,0.018197928026172303
358,0.027998842425119373,0.009814612868047983
359,0.020112863550860945,0.0066501791556317184
360,0.019751121400665605,0.007399906527496495
361,0.014831428158008971,0.011499065274964948
362,0.016640138908985674,0.008548839383081477
363,0.028288236145275647,0.004177052500389469
364,0.0113587035161337,0.0077017448200654304
365,0.055635942700043406,0.004400997040037389
366,0.017870062219649832,0.0034370618476398194
367,0.06692229778613804,0.008480682349275587
368,0.026841267544494285,0.004313366568001247
369,0.04912458399652728,0.0019083969465648854
370,0.03508898856894806,0.005004673625175261
371,0.04630299522500362,0.002404969621436361
372,0.04246852843293301,0.006572285402710702
373,0.016567790478946607,0.0012560367658513787
374,0.04348140645347996,0.006494391649789687
375,0.013818550137462016,0.0021907618009035677
376,0.020908696281290697,0.0012560367658513787
377,0.017001881059181014,0.0012949836423118866
378,0.010273477065547678,0.0014994547437295529
379,0.0057878744031254524,0.0031352235550708833
380,0.005209086962812907,0.0013339305187723945
381,0.011431051946172768,0.0020641844524069168
382,0.007741282014180292,0.0022394453964792024
383,0.014324989147735494,0.001996027418601028
384,0.005209086962812907,0.0010807758217790933
385,0.003472724641875271,0.0030573298021498675
386,0.0036174215019534077,0.0005160461131017292
387,0.007234843003906815,0.0033396946564885495
388,0.005209086962812907,0.0008081476865555383
389,0.0028939372015627262,0.0009736719115126967
390,0.0043409058023440895,0.0010613023835488395
391,0.0021704529011720448,0.0007399906527496495
392,0.009260599045000723,0.00034078516902944384
393,0.0050643901027347706,0.0016747156878018383
394,0.0031109824916799307,0.0006426234615983798
395,0.010056431775430473,0.000593939866022745
396,0.0010852264505860224,0.0012852469231967596
397,0.000940529590507886,0.0010028820688580775
398,0.0006511358703516133,0.00022394453964792025
399,0.004051512082187817,0.00041867892195045957
400,0.0012299233106641586,0.0002044711014176663
401,0.0013022717407032266,0.0015481383393051878
402,0.0021704529011720448,0.001197616451160617
403,0.0018087107509767038,0
404,0.0014469686007813631,0
405,0.006800752423672406,0
406,0.001881059181015772,0
407,0.005715525973086384,0
408,0.006149616553320793,0
409,0.0024598466213283173,0
410,0.0019534076110548403,0
